,number_pca_components_class
0,11
1,15
2,16
3,15
4,17
5,15
6,20
7,18
8,16
9,17
10,20
11,16
12,15
13,11
14,16
15,18
16,19
17,20
18,16
19,16
20,15
21,16
22,15
23,11
24,18
25,18
26,18
27,17
28,17
29,19
30,19
31,18
32,17
33,19
34,16
35,16
36,15
37,15
38,18
39,15
40,18
41,19
42,16
43,17
44,15
45,15
46,17
47,18
48,18
49,17
50,17
51,15
52,16
53,17
54,17
55,16
56,16
57,18
58,16
59,18
60,13
61,18
62,16
63,16
64,21
65,16
66,17
67,21
68,17
69,19
70,14
71,16
72,19
73,19
74,17
75,15
76,19
77,16
78,18
79,20
80,18
81,16
82,16
83,16
84,16
85,18
86,15
87,17
88,19
89,19
90,15
91,20
92,17
93,16
94,15
95,17
96,17
97,17
98,20
99,20
100,18
101,15
102,21
103,18
104,19
105,15
106,17
107,17
108,17
109,17
110,16
111,14
112,15
113,18
114,16
115,16
116,14
117,17
118,18
119,15
120,16
121,16
122,21
123,16
124,15
125,17
126,16
127,17
128,14
129,18
130,18
131,20
132,17
133,14
134,19
135,18
136,16
137,18
138,15
139,17
140,17
141,19
142,17
143,16
144,19
145,15
146,15
147,17
148,16
149,20
150,19
151,17
152,18
153,15
154,14
155,20
156,18
157,17
158,20
159,20
160,19
161,18
162,15
163,16
164,16
165,15
166,13
167,16
168,19
169,16
170,16
171,17
172,19
173,15
174,17
175,19
176,14
177,17
178,16
179,16
180,16
181,15
182,16
183,15
184,14
185,19
186,13
187,13
188,15
189,17
190,15
191,14
192,16
193,16
194,15
195,18
196,15
197,16
198,15
199,17
