,number_pca_components_class
0,8
1,7
2,8
3,8
4,7
5,8
6,9
7,8
8,7
9,8
10,8
11,7
12,8
13,8
14,8
15,8
16,8
17,8
18,9
19,7
20,7
21,8
22,7
23,7
24,9
25,8
26,9
27,8
28,8
29,8
30,8
31,8
32,9
33,8
34,8
35,8
36,8
37,8
38,8
39,8
40,8
41,8
42,8
43,8
44,8
45,8
46,8
47,9
48,8
49,8
50,8
51,8
52,8
53,8
54,8
55,8
56,8
57,8
58,8
59,8
60,8
61,8
62,8
63,8
64,8
65,7
66,8
67,9
68,8
69,8
70,7
71,8
72,9
73,8
74,9
75,8
76,8
77,8
78,8
79,9
80,8
81,8
82,8
83,9
84,7
85,9
86,7
87,8
88,8
89,9
90,8
91,9
92,8
93,8
94,7
95,8
96,8
97,8
98,8
99,8
100,8
101,8
102,8
103,8
104,9
105,8
106,8
107,8
108,7
109,9
110,8
111,7
112,8
113,9
114,8
115,8
116,7
117,8
118,8
119,7
120,8
121,7
122,9
123,8
124,8
125,8
126,8
127,8
128,7
129,8
130,9
131,8
132,8
133,6
134,9
135,8
136,8
137,8
138,8
139,8
140,8
141,8
142,8
143,7
144,9
145,8
146,7
147,8
148,8
149,9
150,9
151,8
152,7
153,8
154,7
155,8
156,9
157,8
158,9
159,9
160,9
161,9
162,8
163,8
164,8
165,7
166,7
167,8
168,9
169,9
170,8
171,8
172,9
173,8
174,9
175,9
176,7
177,9
178,8
179,8
180,9
181,8
182,8
183,8
184,8
185,8
186,8
187,8
188,8
189,9
190,9
191,8
192,8
193,9
194,8
195,8
196,8
197,8
198,8
199,8
