,acc_class
0,0.3623
1,0.499
2,0.3701
3,0.247
4,0.5043
5,0.2688
6,0.3121
7,0.1733
8,0.3865
9,0.3066
10,0.2292
11,0.3945
12,0.5266
13,0.3189
14,0.3125
15,0.2229
16,0.2147
17,0.3078
18,0.282
19,0.3093
20,0.3865
21,0.4379
22,0.5
23,0.4662
24,0.224
25,0.232
26,0.3314
27,0.2032
28,0.3657
29,0.3101
30,0.2461
31,0.386
32,0.251
33,0.3151
34,0.4202
35,0.3166
36,0.3723
37,0.2998
38,0.2868
39,0.2914
40,0.3041
41,0.3441
42,0.2964
43,0.2846
44,0.5096
45,0.4042
46,0.1813
47,0.3797
48,0.1551
49,0.332
50,0.381
51,0.2698
52,0.3934
53,0.336
54,0.3195
55,0.4959
56,0.3408
57,0.4104
58,0.428
59,0.2609
60,0.3458
61,0.3799
62,0.1897
63,0.2871
64,0.2457
65,0.3494
66,0.3614
67,0.2242
68,0.3893
69,0.3215
70,0.3606
71,0.2866
72,0.1948
73,0.1988
74,0.3015
75,0.3697
76,0.1688
77,0.205
78,0.4693
79,0.1768
80,0.1815
81,0.5082
82,0.4168
83,0.184
84,0.3917
85,0.3
86,0.3107
87,0.3574
88,0.1974
89,0.388
90,0.1933
91,0.2831
92,0.2892
93,0.3726
94,0.2739
95,0.3141
96,0.2902
97,0.4444
98,0.3848
99,0.2292
100,0.1815
101,0.3
102,0.275
103,0.5089
104,0.3202
105,0.3714
106,0.2686
107,0.5233
108,0.3656
109,0.2218
110,0.2435
111,0.5227
112,0.2323
113,0.2748
114,0.4329
115,0.4455
116,0.3513
117,0.3519
118,0.4216
119,0.2797
120,0.261
121,0.4243
122,0.2599
123,0.2169
124,0.3686
125,0.1674
126,0.3446
127,0.305
128,0.3086
129,0.2912
130,0.2297
131,0.0716
132,0.251
133,0.4502
134,0.2871
135,0.1398
136,0.2846
137,0.2191
138,0.1765
139,0.3512
140,0.3167
141,0.204
142,0.2037
143,0.5406
144,0.2224
145,0.5283
146,0.5089
147,0.2163
148,0.3625
149,0.1395
150,0.2778
151,0.253
152,0.3672
153,0.3184
154,0.4175
155,0.2843
156,0.2854
157,0.2923
158,0.2661
159,0.2267
160,0.2608
161,0.115
162,0.3657
163,0.2086
164,0.3964
165,0.5168
166,0.5538
167,0.3139
168,0.2056
169,0.3099
170,0.3119
171,0.3795
172,0.2
173,0.3814
174,0.2515
175,0.1721
176,0.3911
177,0.294
178,0.3797
179,0.2609
180,0.1759
181,0.2505
182,0.2215
183,0.4474
184,0.2602
185,0.2439
186,0.3843
187,0.3128
188,0.2612
189,0.2807
190,0.2716
191,0.4077
192,0.3806
193,0.457
194,0.3529
195,0.3561
196,0.3057
197,0.283
198,0.3878
199,0.2831
