,acc_class
0,0.3854999840259552
1,0.3985999822616577
2,0.3739999830722809
3,0.3953000009059906
4,0.3452000021934509
5,0.3752000033855438
6,0.35989999771118164
7,0.35679998993873596
8,0.37389999628067017
9,0.3877999782562256
