,pca_variance_class
0,0.6884529543646811
1,0.8048890176256847
2,0.7032924248186319
3,0.7245042008111932
4,0.7389100079087791
5,0.7207863158101838
6,0.7298865828036144
7,0.7514204584529245
8,0.7254839737101171
9,0.7470632299285331
