,number_pca_components_class
0,13
1,13
2,18
3,21
4,18
5,23
6,26
7,25
8,23
9,21
10,24
11,21
12,16
13,12
14,17
15,23
16,24
17,25
18,16
19,21
20,17
21,18
22,15
23,7
24,23
25,22
26,23
27,22
28,20
29,20
30,22
31,21
32,23
33,24
34,24
35,20
36,19
37,19
38,20
39,19
40,25
41,24
42,23
43,21
44,16
45,13
46,22
47,23
48,23
49,20
50,18
51,20
52,22
53,22
54,22
55,17
56,20
57,19
58,19
59,21
60,16
61,17
62,22
63,18
64,24
65,17
66,16
67,24
68,19
69,24
70,11
71,14
72,22
73,21
74,20
75,21
76,24
77,19
78,16
79,25
80,25
81,12
82,14
83,20
84,16
85,21
86,17
87,17
88,25
89,25
90,15
91,21
92,24
93,14
94,12
95,19
96,16
97,19
98,22
99,25
100,22
101,17
102,24
103,11
104,23
105,17
106,21
107,17
108,16
109,20
110,21
111,13
112,17
113,23
114,21
115,11
116,11
117,22
118,16
119,19
120,19
121,12
122,25
123,21
124,12
125,22
126,16
127,21
128,15
129,20
130,22
131,23
132,20
133,7
134,22
135,23
136,22
137,19
138,18
139,22
140,19
141,23
142,22
143,18
144,22
145,11
146,12
147,21
148,18
149,23
150,23
151,21
152,22
153,13
154,11
155,22
156,22
157,16
158,24
159,25
160,26
161,23
162,17
163,20
164,16
165,15
166,7
167,15
168,25
169,18
170,14
171,22
172,23
173,15
174,23
175,26
176,16
177,18
178,16
179,21
180,21
181,20
182,18
183,20
184,12
185,24
186,11
187,12
188,20
189,14
190,19
191,13
192,16
193,21
194,10
195,17
196,16
197,14
198,11
199,19
