Epoch,Correct,Total,Accuracy
40,35669,38464,0.9273
41,36119,38464,0.939
42,36161,38464,0.9401
43,36705,38464,0.9543
44,36525,38464,0.9496
45,36458,38464,0.9478
46,36664,38464,0.9532
47,36119,38464,0.939
48,35828,38464,0.9315
49,36013,38464,0.9363
50,35148,38464,0.9138
51,35478,38464,0.9224
52,35327,38464,0.9184
53,35162,38464,0.9142
54,35335,38464,0.9187
55,34428,38464,0.8951
56,34328,38464,0.8925
57,34006,38464,0.8841
58,34554,38464,0.8983
59,33889,38464,0.8811
60,34092,38464,0.8863
61,34288,38464,0.8914
62,33228,38464,0.8639
63,33955,38464,0.8828
64,33905,38464,0.8815
65,31791,38464,0.8265
66,34102,38464,0.8866
67,33552,38464,0.8723
68,33319,38464,0.8662
69,34403,38464,0.8944
70,34101,38464,0.8866
71,34584,38464,0.8991
72,33301,38464,0.8658
73,33897,38464,0.8813
74,34722,38464,0.9027
75,33328,38464,0.8665
76,33995,38464,0.8838
77,34585,38464,0.8992
78,35326,38464,0.9184
79,33913,38464,0.8817
80,34467,38464,0.8961
81,34722,38464,0.9027
82,33610,38464,0.8738
83,34472,38464,0.8962
84,34431,38464,0.8951
85,34138,38464,0.8875
86,35141,38464,0.9136
87,34068,38464,0.8857
88,33029,38464,0.8587
89,33842,38464,0.8798
90,34185,38464,0.8888
91,34040,38464,0.885
92,34658,38464,0.9011
93,32990,38464,0.8577
94,34100,38464,0.8865
95,34885,38464,0.907
96,34197,38464,0.8891
97,32652,38464,0.8489
98,33478,38464,0.8704
99,35131,38464,0.9133
