,number_pca_components_class
0,170
1,150
2,167
3,158
4,151
5,183
6,205
7,195
8,166
9,153
10,202
11,168
12,135
13,180
14,206
15,183
16,211
17,215
18,191
19,194
20,145
21,168
22,138
23,153
24,186
25,181
26,175
27,189
28,157
29,182
30,170
31,176
32,171
33,170
34,170
35,128
36,168
37,174
38,188
39,186
40,196
41,179
42,179
43,195
44,144
45,180
46,192
47,191
48,179
49,126
50,134
51,139
52,145
53,153
54,166
55,155
56,139
57,130
58,128
59,233
60,164
61,175
62,157
63,187
64,221
65,186
66,171
67,211
68,173
69,191
70,159
71,186
72,202
73,216
74,204
75,178
76,250
77,175
78,158
79,240
80,224
81,128
82,166
83,207
84,154
85,170
86,156
87,149
88,213
89,209
90,201
91,185
92,178
93,169
94,146
95,186
96,168
97,163
98,185
99,210
100,201
101,180
102,218
103,150
104,196
105,159
106,197
107,168
108,175
109,197
110,147
111,152
112,180
113,205
114,173
115,169
116,148
117,178
118,146
119,180
120,182
121,155
122,209
123,171
124,158
125,195
126,157
127,182
128,165
129,205
130,210
131,199
132,208
133,110
134,189
135,225
136,176
137,184
138,196
139,202
140,152
141,166
142,202
143,153
144,204
145,138
146,184
147,177
148,173
149,219
150,198
151,176
152,202
153,171
154,168
155,148
156,192
157,174
158,199
159,215
160,211
161,222
162,151
163,203
164,163
165,133
166,130
167,187
168,222
169,182
170,154
171,170
172,178
173,151
174,197
175,226
176,180
177,157
178,158
179,190
180,196
181,167
182,173
183,178
184,185
185,215
186,180
187,197
188,212
189,194
190,183
191,155
192,175
193,167
194,151
195,170
196,199
197,164
198,162
199,184
