,pca_variance_class
0,0.608783393321008
1,0.7658068948810628
2,0.5426076459615347
3,0.7039472429177381
4,0.5996302273644993
5,0.6986133950104362
6,0.5501307201525731
7,0.763922019689394
8,0.4825834583890913
9,0.6341836839114692
