,number_pca_components_class
0,52
1,60
2,81
3,91
4,79
5,115
6,114
7,106
8,89
9,99
10,106
11,95
12,72
13,41
14,64
15,114
16,110
17,112
18,79
19,95
20,76
21,92
22,69
23,30
24,113
25,105
26,100
27,119
28,102
29,114
30,116
31,97
32,128
33,106
34,93
35,90
36,74
37,82
38,81
39,82
40,113
41,109
42,100
43,91
44,56
45,52
46,96
47,106
48,113
49,104
50,78
51,96
52,91
53,114
54,109
55,82
56,89
57,86
58,87
59,114
60,90
61,81
62,113
63,119
64,130
65,99
66,99
67,136
68,96
69,125
70,67
71,84
72,122
73,121
74,97
75,134
76,138
77,117
78,73
79,129
80,140
81,58
82,67
83,106
84,104
85,108
86,94
87,99
88,136
89,128
90,80
91,94
92,124
93,70
94,61
95,112
96,95
97,110
98,109
99,136
100,128
101,89
102,137
103,61
104,105
105,106
106,122
107,89
108,92
109,114
110,120
111,66
112,100
113,121
114,103
115,51
116,75
117,118
118,84
119,116
120,118
121,79
122,126
123,114
124,53
125,121
126,69
127,129
128,76
129,91
130,126
131,134
132,105
133,51
134,105
135,127
136,114
137,111
138,111
139,133
140,103
141,129
142,126
143,81
144,130
145,59
146,76
147,131
148,96
149,135
150,137
151,113
152,97
153,66
154,75
155,122
156,129
157,91
158,129
159,131
160,139
161,128
162,96
163,101
164,96
165,72
166,43
167,72
168,135
169,95
170,81
171,114
172,139
173,86
174,111
175,132
176,75
177,74
178,73
179,106
180,105
181,88
182,77
183,81
184,54
185,109
186,55
187,48
188,85
189,68
190,82
191,46
192,60
193,78
194,66
195,95
196,62
197,87
198,72
199,82
