,number_pca_components_class
0,92
1,77
2,86
3,83
4,102
5,93
6,114
7,122
8,93
9,98
10,121
11,87
12,77
13,95
14,124
15,112
16,114
17,136
18,117
19,113
20,81
21,94
22,88
23,63
24,93
25,95
26,97
27,96
28,82
29,99
30,93
31,101
32,94
33,93
34,76
35,76
36,105
37,91
38,116
39,102
40,131
41,124
42,110
43,101
44,95
45,74
46,127
47,104
48,83
49,79
50,70
51,71
52,86
53,86
54,85
55,81
56,78
57,68
58,90
59,113
60,77
61,97
62,122
63,95
64,121
65,82
66,96
67,128
68,93
69,111
70,62
71,91
72,130
73,118
74,108
75,109
76,123
77,95
78,99
79,148
80,143
81,83
82,98
83,112
84,74
85,122
86,100
87,90
88,131
89,131
90,99
91,98
92,107
93,86
94,83
95,104
96,92
97,90
98,110
99,122
100,105
101,95
102,126
103,83
104,118
105,90
106,98
107,104
108,87
109,114
110,98
111,70
112,80
113,119
114,108
115,101
116,62
117,105
118,80
119,90
120,105
121,77
122,124
123,88
124,76
125,105
126,94
127,108
128,93
129,101
130,129
131,121
132,106
133,54
134,131
135,127
136,94
137,110
138,107
139,116
140,113
141,115
142,117
143,84
144,130
145,81
146,70
147,110
148,112
149,126
150,102
151,115
152,126
153,95
154,74
155,104
156,90
157,90
158,133
159,125
160,130
161,111
162,70
163,96
164,79
165,61
166,57
167,87
168,136
169,109
170,71
171,108
172,123
173,72
174,114
175,129
176,83
177,98
178,85
179,99
180,105
181,97
182,85
183,86
184,95
185,124
186,82
187,80
188,104
189,106
190,97
191,69
192,68
193,87
194,77
195,104
196,113
197,97
198,84
199,102
