,number_pca_components_class
0,19
1,13
2,14
3,15
4,16
5,14
6,16
7,20
8,18
9,14
10,16
11,16
12,14
13,32
14,24
15,16
16,15
17,18
18,13
19,18
20,14
21,16
22,19
23,31
24,16
25,15
26,15
27,15
28,14
29,15
30,15
31,16
32,16
33,17
34,16
35,14
36,15
37,14
38,13
39,16
40,16
41,16
42,18
43,17
44,14
45,14
46,22
47,16
48,15
49,15
50,15
51,16
52,16
53,15
54,15
55,14
56,15
57,15
58,14
59,15
60,14
61,13
62,16
63,15
64,17
65,15
66,16
67,17
68,14
69,17
70,13
71,21
72,20
73,15
74,16
75,16
76,16
77,14
78,17
79,19
80,20
81,13
82,13
83,16
84,14
85,19
86,18
87,16
88,17
89,16
90,15
91,16
92,19
93,13
94,14
95,21
96,17
97,15
98,15
99,17
100,16
101,22
102,16
103,14
104,14
105,13
106,15
107,13
108,15
109,17
110,16
111,13
112,14
113,16
114,14
115,14
116,14
117,19
118,14
119,14
120,14
121,15
122,19
123,14
124,19
125,17
126,14
127,17
128,15
129,16
130,17
131,16
132,20
133,13
134,17
135,17
136,16
137,16
138,15
139,16
140,16
141,16
142,15
143,12
144,16
145,14
146,17
147,15
148,27
149,18
150,14
151,16
152,16
153,14
154,17
155,15
156,15
157,16
158,17
159,18
160,16
161,16
162,15
163,15
164,14
165,14
166,13
167,15
168,18
169,15
170,17
171,14
172,18
173,19
174,14
175,16
176,14
177,14
178,14
179,15
180,16
181,14
182,14
183,15
184,15
185,13
186,16
187,18
188,17
189,14
190,14
191,14
192,14
193,16
194,18
195,17
196,27
197,17
198,19
199,15
