,number_pca_components_class
0,54
1,54
2,68
3,72
4,74
5,84
6,95
7,90
8,80
9,75
10,88
11,95
12,64
13,54
14,82
15,86
16,90
17,90
18,66
19,80
20,71
21,82
22,75
23,45
24,79
25,81
26,86
27,83
28,77
29,83
30,87
31,79
32,88
33,85
34,77
35,74
36,67
37,71
38,71
39,72
40,90
41,92
42,83
43,74
44,48
45,56
46,82
47,83
48,82
49,80
50,64
51,75
52,73
53,88
54,78
55,67
56,71
57,72
58,70
59,84
60,65
61,74
62,83
63,81
64,95
65,75
66,86
67,97
68,65
69,92
70,56
71,73
72,93
73,84
74,79
75,90
76,98
77,80
78,72
79,102
80,100
81,63
82,60
83,77
84,81
85,81
86,79
87,80
88,100
89,97
90,63
91,85
92,94
93,58
94,54
95,88
96,84
97,85
98,92
99,99
100,90
101,79
102,103
103,61
104,85
105,67
106,84
107,71
108,75
109,77
110,88
111,56
112,64
113,89
114,79
115,56
116,60
117,99
118,68
119,78
120,80
121,66
122,99
123,81
124,50
125,89
126,63
127,86
128,64
129,79
130,87
131,87
132,81
133,46
134,85
135,89
136,82
137,88
138,74
139,99
140,81
141,90
142,95
143,65
144,97
145,51
146,67
147,92
148,76
149,93
150,84
151,86
152,83
153,52
154,69
155,92
156,83
157,81
158,97
159,98
160,100
161,92
162,78
163,75
164,72
165,71
166,47
167,67
168,99
169,68
170,71
171,79
172,94
173,75
174,84
175,96
176,53
177,62
178,56
179,80
180,75
181,70
182,68
183,74
184,49
185,92
186,46
187,49
188,69
189,61
190,72
191,47
192,58
193,65
194,62
195,82
196,75
197,78
198,66
199,65
