Epoch,Correct,Total,Accuracy
40,41039,50000,0.8208
41,40559,50000,0.8112
42,41255,50000,0.8251
43,42033,50000,0.8407
44,42773,50000,0.8555
45,43040,50000,0.8608
46,44248,50000,0.885
47,43563,50000,0.8713
48,42325,50000,0.8465
49,44028,50000,0.8806
50,44136,50000,0.8827
51,44207,50000,0.8841
52,45167,50000,0.9033
53,43829,50000,0.8766
54,44267,50000,0.8853
55,43942,50000,0.8788
56,44622,50000,0.8924
57,45014,50000,0.9003
58,45466,50000,0.9093
59,46053,50000,0.9211
60,45196,50000,0.9039
61,45581,50000,0.9116
62,44684,50000,0.8937
63,44025,50000,0.8805
64,45281,50000,0.9056
65,45204,50000,0.9041
66,44365,50000,0.8873
67,45505,50000,0.9101
68,45473,50000,0.9095
69,45214,50000,0.9043
70,45719,50000,0.9144
71,45231,50000,0.9046
72,44966,50000,0.8993
73,44387,50000,0.8877
74,45348,50000,0.907
75,45721,50000,0.9144
76,46099,50000,0.922
77,46047,50000,0.9209
78,46212,50000,0.9242
79,45584,50000,0.9117
80,45675,50000,0.9135
81,45515,50000,0.9103
82,46186,50000,0.9237
83,46406,50000,0.9281
84,45608,50000,0.9122
85,45363,50000,0.9073
86,45092,50000,0.9018
87,45264,50000,0.9053
88,34029,50000,0.6806
89,37444,50000,0.7489
90,46314,50000,0.9263
91,44985,50000,0.8997
92,43620,50000,0.8724
93,42751,50000,0.855
94,43045,50000,0.8609
95,44995,50000,0.8999
96,44609,50000,0.8922
97,44817,50000,0.8963
98,45086,50000,0.9017
99,44455,50000,0.8891
