,pca_variance_class
0,0.3833592222266361
1,0.2605404480000889
2,0.372566900880534
3,0.2949465082043082
4,0.3559133229036702
5,0.2555671398253587
6,0.41811537888802885
7,0.216836887831791
8,0.3307723327250961
9,0.24844684470838166
