Epoch,Correct,Total,Accuracy
10,3714,13900,0.2672
11,5102,13900,0.3671
12,5546,13900,0.399
13,6299,13900,0.4532
14,6138,13900,0.4416
15,6108,13900,0.4394
16,6504,13900,0.4679
17,6254,13900,0.4499
18,6254,13900,0.4499
19,6480,13900,0.4662
20,6208,13900,0.4466
21,6585,13900,0.4737
22,6660,13900,0.4791
23,6317,13900,0.4545
24,6250,13900,0.4496
25,6274,13900,0.4514
26,6175,13900,0.4442
27,5840,13900,0.4201
28,5968,13900,0.4294
29,5981,13900,0.4303
30,6009,13900,0.4323
31,5945,13900,0.4277
32,5707,13900,0.4106
33,6062,13900,0.4361
34,5760,13900,0.4144
35,6046,13900,0.435
36,6116,13900,0.44
37,5671,13900,0.408
38,5755,13900,0.414
39,5878,13900,0.4229
40,6036,13900,0.4342
41,6299,13900,0.4532
42,6036,13900,0.4342
43,6238,13900,0.4488
44,5966,13900,0.4292
45,5887,13900,0.4235
46,6074,13900,0.437
47,5965,13900,0.4291
48,5880,13900,0.423
49,5974,13900,0.4298
50,5993,13900,0.4312
51,5906,13900,0.4249
52,6028,13900,0.4337
53,6516,13900,0.4688
54,6224,13900,0.4478
55,6249,13900,0.4496
56,6058,13900,0.4358
57,5913,13900,0.4254
58,6196,13900,0.4458
59,6078,13900,0.4373
60,6333,13900,0.4556
61,6285,13900,0.4522
62,6160,13900,0.4432
63,6434,13900,0.4629
64,6111,13900,0.4396
65,6484,13900,0.4665
66,6287,13900,0.4523
67,6006,13900,0.4321
68,6065,13900,0.4363
69,6041,13900,0.4346
70,6519,13900,0.469
71,6458,13900,0.4646
72,6404,13900,0.4607
73,6525,13900,0.4694
74,6171,13900,0.444
75,6642,13900,0.4778
76,5946,13900,0.4278
77,6165,13900,0.4435
78,5308,13900,0.3819
79,5942,13900,0.4275
80,6003,13900,0.4319
81,6049,13900,0.4352
82,5694,13900,0.4096
83,6320,13900,0.4547
84,5196,13900,0.3738
85,5941,13900,0.4274
86,5870,13900,0.4223
87,6134,13900,0.4413
88,6260,13900,0.4504
89,5787,13900,0.4163
90,5516,13900,0.3968
91,6118,13900,0.4401
92,6317,13900,0.4545
93,5906,13900,0.4249
94,6282,13900,0.4519
95,6088,13900,0.438
96,6224,13900,0.4478
97,5835,13900,0.4198
98,5983,13900,0.4304
99,6450,13900,0.464
