,number_pca_components_class
0,9
1,15
2,16
3,17
4,17
5,18
6,20
7,19
8,18
9,17
10,20
11,18
12,16
13,10
14,15
15,19
16,20
17,21
18,15
19,18
20,17
21,19
22,17
23,7
24,18
25,18
26,19
27,19
28,18
29,19
30,18
31,18
32,19
33,18
34,17
35,18
36,16
37,18
38,19
39,18
40,21
41,21
42,19
43,18
44,14
45,11
46,18
47,18
48,18
49,18
50,18
51,18
52,17
53,19
54,18
55,16
56,17
57,17
58,17
59,19
60,13
61,15
62,19
63,18
64,21
65,17
66,19
67,22
68,15
69,22
70,14
71,18
72,21
73,20
74,18
75,19
76,21
77,17
78,20
79,22
80,21
81,17
82,14
83,17
84,17
85,19
86,18
87,18
88,22
89,22
90,12
91,19
92,19
93,15
94,14
95,19
96,19
97,18
98,19
99,21
100,19
101,17
102,23
103,16
104,19
105,16
106,18
107,17
108,18
109,18
110,19
111,15
112,14
113,20
114,19
115,15
116,15
117,20
118,17
119,17
120,17
121,16
122,22
123,18
124,17
125,19
126,16
127,19
128,14
129,19
130,19
131,19
132,19
133,12
134,19
135,19
136,19
137,20
138,16
139,20
140,20
141,22
142,19
143,17
144,21
145,15
146,16
147,19
148,15
149,20
150,18
151,21
152,20
153,13
154,15
155,21
156,18
157,19
158,22
159,22
160,22
161,20
162,18
163,16
164,17
165,17
166,13
167,16
168,20
169,17
170,17
171,19
172,21
173,17
174,19
175,21
176,16
177,16
178,14
179,17
180,18
181,16
182,15
183,16
184,12
185,20
186,9
187,10
188,16
189,13
190,14
191,10
192,11
193,16
194,15
195,19
196,14
197,17
198,16
199,17
