,pca_variance_class
0,0.19359486370921516
1,0.1804817842576327
2,0.134761987920634
3,0.08283872848809018
4,0.1207410840582843
5,0.11166768146208988
6,0.2556775593928396
7,0.273811628006005
8,0.20061440938626637
9,0.12825992071119946
