,acc_class
0,0.014
1,0.038
2,0.022
3,0.01
4,0.0
5,0.004
6,0.0
7,0.006
8,0.002
9,0.038
10,0.02
11,0.028
12,0.008
13,0.184
14,0.058
15,0.006
16,0.002
17,0.006
18,0.038
19,0.008
20,0.004
21,0.016
22,0.008
23,0.42
24,0.002
25,0.014
26,0.0
27,0.0
28,0.012
29,0.0
30,0.014
31,0.052
32,0.0
33,0.004
34,0.024
35,0.0
36,0.064
37,0.014
38,0.02
39,0.092
40,0.0
41,0.008
42,0.018
43,0.012
44,0.01
45,0.008
46,0.002
47,0.026
48,0.006
49,0.006
50,0.01
51,0.002
52,0.002
53,0.01
54,0.024
55,0.022
56,0.012
57,0.002
58,0.012
59,0.0
60,0.038
61,0.03
62,0.008
63,0.006
64,0.006
65,0.004
66,0.024
67,0.002
68,0.048
69,0.012
70,0.014
71,0.002
72,0.012
73,0.026
74,0.036
75,0.02
76,0.006
77,0.072
78,0.04
79,0.0
80,0.02
81,0.062
82,0.05
83,0.004
84,0.01
85,0.038
86,0.004
87,0.0
88,0.01
89,0.0
90,0.098
91,0.002
92,0.004
93,0.008
94,0.024
95,0.002
96,0.002
97,0.026
98,0.0
99,0.032
100,0.006
101,0.024
102,0.01
103,0.012
104,0.004
105,0.004
106,0.006
107,0.002
108,0.056
109,0.008
110,0.01
111,0.02
112,0.028
113,0.004
114,0.002
115,0.054
116,0.008
117,0.0
118,0.004
119,0.0
120,0.01
121,0.004
122,0.0
123,0.02
124,0.012
125,0.008
126,0.024
127,0.03
128,0.06
129,0.01
130,0.01
131,0.006
132,0.004
133,0.018
134,0.01
135,0.01
136,0.006
137,0.048
138,0.004
139,0.024
140,0.024
141,0.0
142,0.024
143,0.034
144,0.0
145,0.024
146,0.014
147,0.05
148,0.036
149,0.002
150,0.012
151,0.032
152,0.022
153,0.02
154,0.004
155,0.0
156,0.026
157,0.008
158,0.004
159,0.008
160,0.046
161,0.002
162,0.002
163,0.002
164,0.012
165,0.004
166,0.012
167,0.006
168,0.002
169,0.002
170,0.004
171,0.024
172,0.002
173,0.004
174,0.018
175,0.0
176,0.03
177,0.08
178,0.0
179,0.002
180,0.002
181,0.026
182,0.01
183,0.014
184,0.044
185,0.022
186,0.018
187,0.102
188,0.002
189,0.044
190,0.028
191,0.038
192,0.004
193,0.004
194,0.024
195,0.004
196,0.076
197,0.004
198,0.038
199,0.004
