,number_pca_components_class
0,10
1,10
2,11
3,11
4,11
5,11
6,11
7,11
8,11
9,11
10,11
11,11
12,11
13,9
14,11
15,11
16,11
17,12
18,12
19,11
20,11
21,11
22,11
23,9
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,11
34,11
35,12
36,11
37,11
38,11
39,11
40,11
41,11
42,11
43,11
44,10
45,10
46,11
47,12
48,12
49,11
50,11
51,12
52,11
53,12
54,12
55,11
56,11
57,11
58,11
59,12
60,11
61,11
62,12
63,12
64,12
65,12
66,11
67,12
68,11
69,12
70,11
71,12
72,12
73,12
74,12
75,12
76,12
77,12
78,11
79,12
80,12
81,11
82,11
83,11
84,11
85,12
86,12
87,12
88,12
89,12
90,11
91,12
92,12
93,11
94,10
95,12
96,11
97,12
98,12
99,12
100,12
101,12
102,12
103,10
104,12
105,12
106,12
107,11
108,11
109,12
110,12
111,11
112,11
113,12
114,11
115,10
116,11
117,12
118,11
119,11
120,12
121,11
122,12
123,12
124,11
125,12
126,11
127,12
128,11
129,12
130,12
131,12
132,12
133,10
134,12
135,12
136,12
137,12
138,12
139,12
140,12
141,12
142,12
143,11
144,12
145,10
146,11
147,12
148,11
149,12
150,12
151,12
152,10
153,11
154,10
155,12
156,12
157,11
158,12
159,12
160,12
161,12
162,11
163,12
164,11
165,11
166,10
167,11
168,12
169,11
170,11
171,12
172,12
173,11
174,12
175,12
176,11
177,12
178,11
179,12
180,12
181,12
182,11
183,11
184,10
185,12
186,10
187,10
188,11
189,11
190,12
191,11
192,10
193,11
194,10
195,11
196,11
197,11
198,11
199,11
