,number_pca_components_class
0,8
1,9
2,9
3,9
4,9
5,10
6,9
7,10
8,9
9,9
10,9
11,9
12,9
13,8
14,10
15,9
16,10
17,10
18,9
19,9
20,9
21,9
22,9
23,8
24,9
25,10
26,10
27,10
28,10
29,10
30,10
31,10
32,9
33,10
34,10
35,10
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,8
45,9
46,9
47,10
48,10
49,10
50,10
51,9
52,9
53,10
54,10
55,9
56,10
57,10
58,9
59,10
60,9
61,10
62,9
63,10
64,10
65,9
66,10
67,11
68,9
69,9
70,9
71,9
72,10
73,10
74,9
75,9
76,10
77,9
78,9
79,10
80,10
81,9
82,9
83,9
84,9
85,10
86,10
87,9
88,10
89,10
90,8
91,10
92,10
93,9
94,8
95,9
96,9
97,10
98,10
99,10
100,10
101,9
102,10
103,9
104,10
105,9
106,10
107,9
108,9
109,9
110,10
111,8
112,9
113,10
114,9
115,8
116,9
117,9
118,9
119,10
120,9
121,9
122,10
123,9
124,8
125,10
126,9
127,10
128,9
129,10
130,9
131,10
132,9
133,8
134,10
135,9
136,10
137,9
138,9
139,9
140,9
141,9
142,10
143,9
144,9
145,8
146,9
147,10
148,9
149,10
150,10
151,10
152,9
153,8
154,9
155,10
156,9
157,9
158,10
159,10
160,10
161,10
162,10
163,9
164,9
165,9
166,8
167,9
168,10
169,10
170,9
171,10
172,10
173,9
174,10
175,10
176,9
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,8
185,10
186,8
187,8
188,9
189,9
190,9
191,8
192,8
193,9
194,9
195,9
196,9
197,9
198,9
199,9
