,number_pca_components_class
0,9
1,13
2,14
3,15
4,14
5,16
6,16
7,15
8,15
9,16
10,15
11,15
12,15
13,9
14,13
15,15
16,15
17,16
18,13
19,15
20,14
21,14
22,12
23,9
24,16
25,16
26,16
27,16
28,16
29,15
30,16
31,14
32,15
33,16
34,16
35,16
36,13
37,13
38,14
39,13
40,14
41,15
42,13
43,14
44,12
45,11
46,14
47,16
48,16
49,16
50,16
51,16
52,15
53,16
54,16
55,16
56,16
57,15
58,16
59,16
60,14
61,15
62,14
63,15
64,15
65,15
66,13
67,16
68,15
69,14
70,12
71,12
72,14
73,15
74,15
75,15
76,16
77,15
78,14
79,16
80,15
81,13
82,13
83,14
84,14
85,15
86,15
87,14
88,15
89,16
90,14
91,16
92,15
93,14
94,12
95,13
96,13
97,15
98,16
99,16
100,16
101,12
102,15
103,12
104,15
105,14
106,16
107,14
108,13
109,15
110,15
111,13
112,14
113,14
114,15
115,11
116,12
117,15
118,14
119,15
120,14
121,12
122,16
123,15
124,10
125,15
126,14
127,15
128,13
129,14
130,15
131,15
132,13
133,11
134,15
135,15
136,16
137,13
138,15
139,15
140,14
141,15
142,15
143,15
144,16
145,11
146,13
147,15
148,12
149,16
150,16
151,15
152,15
153,12
154,12
155,15
156,16
157,12
158,15
159,15
160,16
161,16
162,13
163,15
164,14
165,14
166,10
167,13
168,16
169,15
170,13
171,16
172,14
173,12
174,15
175,15
176,14
177,13
178,12
179,15
180,15
181,14
182,14
183,13
184,11
185,15
186,10
187,10
188,13
189,13
190,14
191,12
192,13
193,14
194,11
195,13
196,13
197,11
198,11
199,14
