epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,57.11333333333334,68.75,69.42
1,75.95666666666666,92.43666666666667,93.08
2,78.79833333333333,95.92666666666668,96.28
4,80.37166666666667,97.88833333333334,98.05
6,80.86666666666666,98.48333333333333,98.56
8,81.12166666666667,98.775,98.71
10,81.32000000000001,98.98666666666666,98.83999999999999
12,81.45,99.13166666666666,98.94
14,81.50500000000001,99.13333333333333,98.81
16,81.56333333333333,99.15333333333334,98.72
18,81.58999999999999,99.08666666666667,98.78
20,81.58833333333332,98.97500000000001,98.6
25,81.58,98.85333333333334,98.39
30,81.49,98.53333333333333,98.1
35,81.45166666666667,98.42,97.92999999999999
40,81.02166666666668,97.93166666666666,97.50999999999999
45,80.91166666666668,97.79666666666667,97.26
50,80.80000000000001,97.545,97.08
55,80.90166666666667,97.50666666666666,97.16
60,80.68833333333333,97.395,97.00999999999999
65,80.67,97.33333333333334,96.95
70,80.66333333333333,97.32333333333332,96.89
75,80.72,97.32,96.99
80,80.66833333333334,97.165,97.03
85,80.72500000000001,97.23166666666667,96.78
90,80.72666666666667,97.23166666666667,96.82
95,80.55,97.07166666666667,96.78
100,80.69833333333334,97.225,96.89
105,80.61833333333334,97.155,96.88
110,80.63333333333334,97.14166666666667,96.89
115,80.60166666666667,97.03833333333334,96.76
120,80.66166666666666,97.13833333333334,96.74000000000001
125,80.59666666666668,96.93666666666667,96.53
130,80.60833333333333,97.05,96.63000000000001
135,80.455,96.82,96.54
140,80.60833333333333,96.90166666666667,96.63000000000001
145,80.47,96.82333333333332,96.39
150,80.45833333333333,96.83500000000001,96.3
155,80.45833333333333,96.72,96.55
160,80.47666666666666,96.76333333333334,96.58
165,80.68833333333333,96.995,96.84
170,80.49666666666667,96.70166666666667,96.49
175,80.52833333333334,96.81166666666667,96.39
180,80.45833333333333,96.73666666666666,96.47
185,80.485,96.65833333333333,96.03
190,80.50833333333334,96.72500000000001,96.28
195,80.28999999999999,96.41999999999999,96.11
200,80.25999999999999,96.53666666666668,95.87
205,80.26166666666667,96.25833333333334,95.89
210,80.44666666666667,96.61166666666666,96.26
215,80.30166666666668,96.49833333333333,96.22
220,80.41333333333334,96.51166666666666,96.17
225,80.31666666666666,96.44666666666667,95.87
230,80.345,96.41499999999999,96.02000000000001
235,80.28999999999999,96.33666666666667,95.88
240,80.24,96.185,95.67999999999999
245,80.445,96.48166666666667,96.26
250,80.47833333333332,96.57166666666667,96.50999999999999
255,80.35833333333333,96.35166666666667,96.28
260,80.39,96.485,96.03
265,80.39666666666668,96.44833333333334,96.2
270,80.57666666666667,96.59166666666667,96.22
275,80.29333333333334,96.345,95.97
280,80.49166666666666,96.48666666666666,95.93
285,80.44333333333333,96.38333333333333,95.94
290,80.445,96.37333333333333,95.84
295,80.485,96.33,95.74000000000001
300,80.49166666666666,96.37,95.62
305,80.445,96.31,95.72
310,80.84333333333333,96.68333333333334,96.08
315,80.66333333333333,96.46333333333334,96.0
320,80.72333333333333,96.545,95.96000000000001
325,80.68833333333333,96.52333333333334,96.07
330,80.57166666666666,96.48166666666667,95.89
335,80.51666666666667,96.435,95.85000000000001
340,80.71000000000001,96.545,95.96000000000001
345,80.69833333333334,96.55333333333334,96.03
350,80.74,96.59666666666666,96.00999999999999
355,80.715,96.59833333333333,96.1
360,80.65,96.53666666666668,95.95
365,80.45166666666667,96.22,95.69
370,80.60666666666667,96.35166666666667,95.89
375,80.63333333333334,96.44333333333334,95.78
380,80.84166666666667,96.70833333333333,96.15
385,80.79666666666667,96.64333333333333,96.11
390,80.77333333333333,96.55166666666666,95.89999999999999
395,80.74833333333333,96.54666666666667,95.96000000000001
400,80.79166666666666,96.475,95.8
405,80.69333333333333,96.51833333333333,95.91
410,80.72333333333333,96.27166666666666,95.78999999999999
415,80.91666666666667,96.54833333333333,95.89999999999999
420,80.9,96.65166666666667,96.07
425,80.88499999999999,96.54166666666667,95.95
430,81.02000000000001,96.63166666666667,96.08
435,80.97166666666666,96.53833333333334,96.04
440,81.02833333333334,96.64666666666668,95.95
445,80.93,96.505,95.75
450,80.82000000000001,96.32166666666667,95.65
455,81.17666666666666,96.83,96.13000000000001
460,81.03333333333333,96.62666666666667,95.78
465,81.14333333333333,96.695,95.86
470,81.0,96.53666666666668,95.85000000000001
475,81.15,96.72666666666667,95.95
480,81.12833333333333,96.66,95.89
485,81.07333333333332,96.59333333333333,95.87
490,81.23833333333333,96.66833333333334,96.2
495,81.38333333333333,96.86166666666666,95.99
500,81.27833333333334,96.81166666666667,96.11
