,epoch,average_angle_pc_weight
0,0,88.46553115844726
1,1,75.37995834350586
2,2,74.46519317626954
3,4,72.83971633911133
4,6,71.60715560913086
5,8,71.33005905151367
6,10,71.30940322875976
7,12,71.0232162475586
8,14,71.33974990844726
9,16,71.26826171875
10,18,71.45576858520508
11,20,71.25786056518555
12,25,71.76001205444337
13,30,72.17802047729492
14,35,71.95700149536133
15,40,71.76518936157227
16,45,71.58204345703125
17,50,71.33945999145507
18,55,71.34165802001954
19,60,71.12295913696289
20,65,71.31107559204102
21,70,71.60101852416992
22,75,71.57508544921875
23,80,71.8746238708496
24,85,72.01543197631835
25,90,72.50157318115234
26,95,72.78732986450196
27,100,73.10602111816407
28,105,73.63502960205078
29,110,73.87716598510742
30,115,74.16858139038087
31,120,74.70763473510742
32,125,74.94943466186524
33,130,75.5379653930664
34,135,75.83723907470703
35,140,76.28361587524414
36,145,76.94570617675781
37,150,77.41414947509766
38,155,77.6746841430664
39,160,78.0299903869629
40,165,78.43463134765625
41,170,78.68312149047851
42,175,79.20219573974609
43,180,79.65485610961915
44,185,79.74953002929688
45,190,80.05141677856446
46,195,80.41917495727539
47,200,80.87046813964844
48,205,81.15754623413086
49,210,81.4303482055664
50,215,81.87533950805664
51,220,82.05559768676758
52,225,82.32697143554688
53,230,82.67882995605468
54,235,82.9482307434082
55,240,83.26283493041993
56,245,83.59711227416992
57,250,83.81864929199219
58,255,84.09872894287109
59,260,84.42226638793946
60,265,84.73034057617187
61,270,84.93280944824218
62,275,85.27224426269531
63,280,85.27908401489258
64,285,85.5179054260254
65,290,85.82890167236329
66,295,85.92089157104492
67,300,86.12539215087891
68,305,86.23391952514649
69,310,86.57862091064453
70,315,86.63521118164063
71,320,86.9230339050293
72,325,87.22405090332032
73,330,87.43743591308593
74,335,87.65616760253906
75,340,87.9002197265625
76,345,87.92269134521484
77,350,87.97479095458985
78,355,88.16706466674805
79,360,88.23810424804688
80,365,88.43985519409179
81,370,88.4749038696289
82,375,88.80256500244141
83,380,88.87510223388672
84,385,89.03426513671874
85,390,89.20917129516602
86,395,89.38543701171875
87,400,89.52179870605468
88,405,89.63631668090821
89,410,89.7793571472168
90,415,89.82522048950196
91,420,89.9097770690918
92,425,90.10128631591797
93,430,90.13084259033204
94,435,90.35219039916993
95,440,90.45114212036133
96,445,90.30350189208984
97,450,90.41044158935547
98,455,90.35767669677735
99,460,90.51118927001953
100,465,90.55181198120117
101,470,90.6129051208496
102,475,90.69766006469726
103,480,90.51559066772461
104,485,90.73447723388672
105,490,90.84570922851563
106,495,90.8432991027832
107,500,90.86937789916992
