Epoch,Correct,Total,Accuracy
10,73,21536,0.0034
11,69,21536,0.0032
12,83,21536,0.0039
13,94,21536,0.0044
14,95,21536,0.0044
15,101,21536,0.0047
16,98,21536,0.0046
17,109,21536,0.0051
18,98,21536,0.0046
19,114,21536,0.0053
20,119,21536,0.0055
21,121,21536,0.0056
22,109,21536,0.0051
23,95,21536,0.0044
24,120,21536,0.0056
25,83,21536,0.0039
26,106,21536,0.0049
27,108,21536,0.005
28,98,21536,0.0046
29,96,21536,0.0045
30,140,21536,0.0065
31,90,21536,0.0042
32,88,21536,0.0041
33,97,21536,0.0045
34,78,21536,0.0036
35,99,21536,0.0046
36,141,21536,0.0065
37,86,21536,0.004
38,99,21536,0.0046
39,100,21536,0.0046
40,117,21536,0.0054
41,82,21536,0.0038
42,75,21536,0.0035
43,130,21536,0.006
44,80,21536,0.0037
45,98,21536,0.0046
46,75,21536,0.0035
47,95,21536,0.0044
48,107,21536,0.005
49,98,21536,0.0046
50,146,21536,0.0068
51,96,21536,0.0045
52,88,21536,0.0041
53,115,21536,0.0053
54,105,21536,0.0049
55,73,21536,0.0034
56,92,21536,0.0043
57,96,21536,0.0045
58,135,21536,0.0063
59,109,21536,0.0051
60,92,21536,0.0043
61,262,21536,0.0122
62,96,21536,0.0045
63,140,21536,0.0065
64,82,21536,0.0038
65,96,21536,0.0045
66,106,21536,0.0049
67,109,21536,0.0051
68,100,21536,0.0046
69,82,21536,0.0038
70,181,21536,0.0084
71,118,21536,0.0055
72,120,21536,0.0056
73,91,21536,0.0042
74,169,21536,0.0078
75,108,21536,0.005
76,85,21536,0.0039
77,73,21536,0.0034
78,86,21536,0.004
79,73,21536,0.0034
80,95,21536,0.0044
81,167,21536,0.0078
82,102,21536,0.0047
83,99,21536,0.0046
84,153,21536,0.0071
85,128,21536,0.0059
86,108,21536,0.005
87,137,21536,0.0064
88,106,21536,0.0049
89,104,21536,0.0048
90,92,21536,0.0043
91,110,21536,0.0051
92,94,21536,0.0044
93,123,21536,0.0057
94,90,21536,0.0042
95,114,21536,0.0053
96,195,21536,0.0091
97,121,21536,0.0056
98,115,21536,0.0053
99,84,21536,0.0039
