,acc_class
0,0.009999999776482582
1,0.0
2,0.012000000104308128
3,0.0
4,0.006000000052154064
5,0.0
6,0.0
7,0.003999999724328518
8,0.025999998673796654
9,0.006000000052154064
10,0.0
11,0.003999999724328518
12,0.007999999448657036
13,0.28599998354911804
14,0.03199999779462814
15,0.003999999724328518
16,0.0
17,0.012000000104308128
18,0.009999999776482582
19,0.007999999448657036
20,0.001999999862164259
21,0.07000000029802322
22,0.019999999552965164
23,0.04999999701976776
24,0.0
25,0.0
26,0.009999999776482582
27,0.0
28,0.001999999862164259
29,0.0
30,0.0
31,0.0139999995008111
32,0.0
33,0.0
34,0.006000000052154064
35,0.009999999776482582
36,0.0
37,0.0
38,0.009999999776482582
39,0.001999999862164259
40,0.003999999724328518
41,0.0
42,0.0
43,0.001999999862164259
44,0.009999999776482582
45,0.0
46,0.4339999854564667
47,0.006000000052154064
48,0.0
49,0.001999999862164259
50,0.001999999862164259
51,0.0
52,0.07599999755620956
53,0.0
54,0.003999999724328518
55,0.003999999724328518
56,0.003999999724328518
57,0.0
58,0.0
59,0.012000000104308128
60,0.09399999678134918
61,0.007999999448657036
62,0.001999999862164259
63,0.007999999448657036
64,0.0
65,0.0
66,0.05999999865889549
67,0.017999999225139618
68,0.0
69,0.001999999862164259
70,0.0
71,0.024000000208616257
72,0.003999999724328518
73,0.03399999812245369
74,0.003999999724328518
75,0.035999998450279236
76,0.03399999812245369
77,0.025999998673796654
78,0.09799999743700027
79,0.007999999448657036
80,0.003999999724328518
81,0.0
82,0.0
83,0.006000000052154064
84,0.006000000052154064
85,0.009999999776482582
86,0.001999999862164259
87,0.003999999724328518
88,0.007999999448657036
89,0.0
90,0.001999999862164259
91,0.009999999776482582
92,0.009999999776482582
93,0.0
94,0.017999999225139618
95,0.017999999225139618
96,0.006000000052154064
97,0.0
98,0.003999999724328518
99,0.01599999889731407
100,0.001999999862164259
101,0.01599999889731407
102,0.003999999724328518
103,0.1419999897480011
104,0.0
105,0.001999999862164259
106,0.009999999776482582
107,0.001999999862164259
108,0.001999999862164259
109,0.053999997675418854
110,0.001999999862164259
111,0.0
112,0.0
113,0.024000000208616257
114,0.0
115,0.017999999225139618
116,0.0
117,0.001999999862164259
118,0.001999999862164259
119,0.003999999724328518
120,0.007999999448657036
121,0.001999999862164259
122,0.001999999862164259
123,0.0
124,0.006000000052154064
125,0.0
126,0.0
127,0.003999999724328518
128,0.0
129,0.0
130,0.001999999862164259
131,0.0
132,0.0
133,0.0
134,0.01599999889731407
135,0.0
136,0.009999999776482582
137,0.009999999776482582
138,0.003999999724328518
139,0.0
140,0.006000000052154064
141,0.0
142,0.001999999862164259
143,0.003999999724328518
144,0.0
145,0.0139999995008111
146,0.0
147,0.0
148,0.053999997675418854
149,0.003999999724328518
150,0.012000000104308128
151,0.001999999862164259
152,0.007999999448657036
153,0.017999999225139618
154,0.0
155,0.0
156,0.009999999776482582
157,0.003999999724328518
158,0.012000000104308128
159,0.0139999995008111
160,0.001999999862164259
161,0.0
162,0.0
163,0.012000000104308128
164,0.003999999724328518
165,0.0
166,0.006000000052154064
167,0.009999999776482582
168,0.0139999995008111
169,0.0
170,0.0
171,0.0
172,0.006000000052154064
173,0.003999999724328518
174,0.02199999988079071
175,0.0
176,0.007999999448657036
177,0.007999999448657036
178,0.0
179,0.0
180,0.0
181,0.001999999862164259
182,0.007999999448657036
183,0.0
184,0.017999999225139618
185,0.0
186,0.0139999995008111
187,0.001999999862164259
188,0.012000000104308128
189,0.003999999724328518
190,0.003999999724328518
191,0.04399999976158142
192,0.03199999779462814
193,0.0
194,0.12600000202655792
195,0.009999999776482582
196,0.08999999612569809
197,0.0
198,0.03399999812245369
199,0.001999999862164259
