,pca_variance_class
0,0.751201382211772
1,0.6977879898025082
2,0.7349622191415582
3,0.7416901347512724
4,0.6540159953060559
5,0.5587188153954181
6,0.48636580659634154
7,0.818143663471746
8,0.713387307990624
9,0.8176258049526303
