epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
41,30.244,46.126,43.39
42,33.866,47.29,43.87
43,36.288,48.478,43.269999999999996
44,38.548,46.692,40.82
45,40.148,44.732,39.17
46,40.77,44.2,38.47
47,41.518,43.712,37.87
48,40.926,44.004,37.22
49,40.656,43.656,37.04
50,39.484,43.15,36.03
51,38.686,42.352000000000004,36.04
52,38.046,41.606,34.86
53,37.036,40.760000000000005,33.73
54,35.821999999999996,38.5,31.44
55,34.984,38.998,32.82
56,34.733999999999995,38.048,30.55
57,34.288000000000004,38.141999999999996,31.11
58,33.44,39.064,32.15
59,32.682,37.663999999999994,31.269999999999996
60,32.574,38.066,31.8
61,32.324000000000005,34.598,28.13
62,31.048,35.798,29.75
63,31.087999999999997,33.606,28.34
64,30.322,34.248,29.49
65,29.677999999999997,33.628,28.09
66,29.831999999999997,33.548,29.080000000000002
67,28.598000000000003,32.438,27.91
68,28.058,29.872,25.130000000000003
69,28.374,32.394,27.139999999999997
70,28.51,33.873999999999995,28.29
71,27.754,30.2,24.990000000000002
72,27.614,30.342000000000002,25.779999999999998
73,27.296,31.014000000000003,26.090000000000003
74,26.996,29.042,24.349999999999998
75,26.954,29.243999999999996,24.42
76,26.872,30.29,25.990000000000002
77,26.842,28.088,22.54
78,26.436,29.854000000000003,24.2
79,26.856,30.016,25.41
80,26.788,30.080000000000002,25.22
81,27.056,29.024,24.59
82,27.194000000000003,30.932,26.650000000000002
83,26.674,26.514,21.98
84,24.926000000000002,27.064,23.01
85,25.112000000000002,28.996,24.66
86,26.163999999999998,28.804000000000002,24.3
87,25.716,30.387999999999998,25.94
88,25.657999999999998,29.162,24.45
89,25.776,28.884,24.560000000000002
90,25.590000000000003,28.656,23.87
91,25.682,22.634,18.15
92,24.904,29.04,24.47
93,24.842,27.99,24.02
94,23.971999999999998,26.967999999999996,22.42
95,25.018,27.148,22.91
96,24.808,29.548000000000002,24.87
97,23.532,24.026,19.91
98,25.394,29.462,25.09
99,24.796000000000003,28.7,24.57
100,23.483999999999998,27.089999999999996,23.49
