,pca_variance_class
0,0.5894935794698916
1,0.29955807223339664
2,0.4480737894295675
3,0.32236151503172766
4,0.3469132050341153
5,0.3281780653978949
6,0.2914950917216969
7,0.2799207866318304
8,0.45371513196392804
9,0.29165124293491457
