,number_pca_components_class
0,172
1,122
2,165
3,152
4,145
5,165
6,191
7,190
8,165
9,151
10,191
11,177
12,130
13,182
14,194
15,175
16,209
17,203
18,175
19,180
20,157
21,175
22,154
23,154
24,175
25,178
26,173
27,185
28,154
29,171
30,175
31,162
32,174
33,163
34,157
35,133
36,164
37,160
38,183
39,174
40,193
41,174
42,180
43,184
44,131
45,169
46,188
47,168
48,176
49,126
50,134
51,141
52,139
53,153
54,163
55,147
56,145
57,125
58,126
59,213
60,150
61,176
62,148
63,195
64,227
65,161
66,155
67,217
68,160
69,177
70,160
71,198
72,202
73,211
74,198
75,168
76,245
77,168
78,156
79,231
80,216
81,144
82,148
83,201
84,160
85,177
86,163
87,162
88,204
89,214
90,198
91,173
92,184
93,146
94,152
95,186
96,174
97,158
98,194
99,198
100,199
101,192
102,225
103,158
104,184
105,165
106,189
107,145
108,166
109,203
110,165
111,138
112,156
113,215
114,159
115,156
116,146
117,194
118,151
119,168
120,181
121,158
122,201
123,170
124,167
125,186
126,149
127,184
128,161
129,197
130,190
131,206
132,212
133,125
134,182
135,230
136,167
137,189
138,201
139,200
140,154
141,176
142,198
143,144
144,209
145,126
146,174
147,193
148,186
149,225
150,180
151,183
152,190
153,169
154,170
155,170
156,180
157,176
158,209
159,202
160,212
161,209
162,142
163,192
164,148
165,133
166,127
167,180
168,225
169,170
170,157
171,169
172,186
173,163
174,180
175,218
176,152
177,147
178,152
179,179
180,186
181,147
182,153
183,162
184,179
185,210
186,177
187,182
188,204
189,185
190,161
191,127
192,153
193,153
194,151
195,166
196,199
197,176
198,174
199,168
