,number_pca_components_class
0,5
1,7
2,8
3,8
4,8
5,8
6,9
7,8
8,8
9,8
10,9
11,8
12,7
13,4
14,6
15,8
16,9
17,9
18,7
19,8
20,8
21,8
22,6
23,3
24,9
25,9
26,9
27,9
28,9
29,9
30,9
31,9
32,9
33,8
34,7
35,9
36,7
37,8
38,7
39,8
40,9
41,9
42,9
43,8
44,8
45,5
46,6
47,9
48,9
49,9
50,9
51,8
52,8
53,9
54,8
55,7
56,8
57,9
58,8
59,9
60,7
61,8
62,9
63,9
64,9
65,7
66,8
67,9
68,8
69,9
70,9
71,7
72,8
73,9
74,9
75,8
76,10
77,9
78,8
79,8
80,8
81,8
82,8
83,8
84,7
85,8
86,8
87,9
88,9
89,9
90,9
91,8
92,9
93,7
94,9
95,7
96,7
97,9
98,9
99,10
100,9
101,6
102,9
103,8
104,7
105,8
106,9
107,8
108,7
109,9
110,10
111,7
112,8
113,8
114,8
115,7
116,7
117,8
118,6
119,7
120,9
121,8
122,8
123,9
124,6
125,9
126,8
127,9
128,8
129,9
130,8
131,10
132,6
133,7
134,8
135,10
136,9
137,7
138,10
139,8
140,9
141,10
142,8
143,7
144,9
145,8
146,7
147,9
148,4
149,9
150,9
151,9
152,9
153,8
154,6
155,9
156,9
157,8
158,8
159,9
160,9
161,9
162,8
163,9
164,8
165,8
166,7
167,8
168,10
169,9
170,7
171,9
172,9
173,6
174,7
175,8
176,8
177,6
178,6
179,8
180,9
181,7
182,6
183,7
184,5
185,7
186,3
187,5
188,6
189,7
190,6
191,5
192,4
193,7
194,5
195,7
196,6
197,6
198,5
199,8
