Epoch,Correct,Total,Accuracy
40,37850,38464,0.984
41,37626,38464,0.9782
42,37488,38464,0.9746
43,37854,38464,0.9841
44,37865,38464,0.9844
45,37609,38464,0.9778
46,37725,38464,0.9808
47,37977,38464,0.9873
48,37970,38464,0.9872
49,37905,38464,0.9855
50,37825,38464,0.9834
51,37739,38464,0.9812
52,37680,38464,0.9796
53,36779,38464,0.9562
54,37949,38464,0.9866
55,37843,38464,0.9839
56,37598,38464,0.9775
57,37265,38464,0.9688
58,37239,38464,0.9682
59,37563,38464,0.9766
60,37809,38464,0.983
61,37897,38464,0.9853
62,37735,38464,0.981
63,37887,38464,0.985
64,37776,38464,0.9821
65,37444,38464,0.9735
66,37749,38464,0.9814
67,37799,38464,0.9827
68,37330,38464,0.9705
69,37775,38464,0.9821
70,37239,38464,0.9682
71,37386,38464,0.972
72,37135,38464,0.9654
73,36918,38464,0.9598
74,37340,38464,0.9708
75,37638,38464,0.9785
76,36929,38464,0.9601
77,37521,38464,0.9755
78,37475,38464,0.9743
79,37665,38464,0.9792
80,37702,38464,0.9802
81,37583,38464,0.9771
82,37492,38464,0.9747
83,37188,38464,0.9668
84,37282,38464,0.9693
85,36209,38464,0.9414
86,37519,38464,0.9754
87,37118,38464,0.965
88,36803,38464,0.9568
89,37448,38464,0.9736
90,36738,38464,0.9551
91,36841,38464,0.9578
92,37594,38464,0.9774
93,37542,38464,0.976
94,37390,38464,0.9721
95,37082,38464,0.9641
96,37664,38464,0.9792
97,37510,38464,0.9752
98,37029,38464,0.9627
99,37422,38464,0.9729
