,epoch,Train_accuracy,Test_accuracy
0,1,13.744,23.849999999999998
1,2,16.368,29.29
2,3,18.64,33.69
3,4,20.104,36.13
4,5,21.15,38.42
5,6,22.137999999999998,40.6
6,7,23.038,42.18
7,8,23.848,42.91
8,9,24.698,43.4
9,10,25.387999999999998,43.62
10,11,26.024,43.84
11,12,26.529999999999998,43.56
12,13,27.200000000000003,43.3
13,14,27.838,43.33
14,15,28.549999999999997,43.04
15,16,29.206,42.59
16,17,29.784,42.35
17,18,30.409999999999997,41.58
18,19,31.191999999999997,41.08
19,20,31.879999999999995,40.33
20,21,32.552,39.86
21,22,33.324,38.879999999999995
22,23,34.072,38.269999999999996
23,24,34.886,37.7
24,25,35.78,36.91
25,26,36.752,36.79
26,27,37.791999999999994,36.09
27,28,38.858,35.65
28,29,39.798,34.86
29,30,40.916000000000004,34.64
30,31,42.006,33.800000000000004
31,32,43.382,33.61
32,33,44.778,33.550000000000004
33,34,46.242,33.17
34,35,47.75,32.64
35,36,49.34,32.129999999999995
36,37,51.1,32.04
37,38,52.744,31.269999999999996
38,39,54.412000000000006,30.61
39,40,56.464000000000006,29.94
40,41,58.582,29.409999999999997
41,42,60.6,28.57
42,43,62.878,27.860000000000003
43,44,64.742,26.939999999999998
44,45,66.72,26.69
45,46,68.71199999999999,26.56
46,47,70.146,25.869999999999997
47,48,71.394,25.31
48,49,71.774,25.94
49,50,72.954,26.02
50,51,74.286,24.990000000000002
51,52,74.856,24.73
52,53,75.304,25.19
53,54,75.866,25.45
54,55,77.80799999999999,26.31
55,56,79.552,26.33
56,57,80.57600000000001,26.290000000000003
57,58,81.64200000000001,26.279999999999998
58,59,82.934,25.96
59,60,84.13199999999999,25.840000000000003
60,61,85.038,24.77
61,62,85.722,24.73
62,63,87.246,24.75
63,64,88.054,24.91
64,65,88.776,24.94
65,66,89.25999999999999,24.64
66,67,90.526,25.230000000000004
67,68,91.12,24.67
68,69,91.218,25.41
69,70,91.84,23.89
70,71,92.74,24.94
71,72,92.952,24.54
72,73,93.264,25.369999999999997
73,74,93.81,25.290000000000003
74,75,94.528,24.44
75,76,94.73,26.07
76,77,95.13000000000001,24.27
77,78,95.03200000000001,24.62
78,79,95.298,24.98
79,80,95.746,25.629999999999995
80,81,95.798,24.84
81,82,95.978,23.7
82,83,96.052,24.69
83,84,96.306,24.060000000000002
84,85,96.44200000000001,25.009999999999998
85,86,96.72,24.42
86,87,96.89999999999999,22.96
87,88,96.952,24.240000000000002
88,89,97.454,23.07
89,90,97.548,24.92
90,91,97.342,23.78
91,92,97.8,24.21
92,93,97.61999999999999,24.69
93,94,97.514,24.77
94,95,97.458,23.580000000000002
95,96,97.758,24.55
96,97,97.688,24.69
97,98,97.964,24.33
98,99,98.092,24.7
99,100,98.042,24.959999999999997
100,101,98.32,24.73
101,102,98.25399999999999,24.89
102,103,98.31,24.32
103,104,98.436,26.21
104,105,98.56200000000001,25.21
105,106,98.50999999999999,24.51
106,107,98.7,25.900000000000002
107,108,98.65,25.4
108,109,98.744,24.65
109,110,98.558,24.46
110,111,98.78,25.380000000000003
111,112,98.824,25.590000000000003
112,113,98.626,25.569999999999997
113,114,98.76,24.92
114,115,98.74000000000001,25.66
115,116,98.466,25.380000000000003
116,117,98.654,25.369999999999997
117,118,98.82,25.979999999999997
118,119,98.656,25.19
119,120,98.56200000000001,25.0
120,121,98.67,25.929999999999996
121,122,98.97399999999999,25.759999999999998
122,123,99.00999999999999,26.490000000000002
123,124,99.09,25.679999999999996
124,125,98.98400000000001,24.86
125,126,98.994,25.740000000000002
126,127,99.16199999999999,25.64
127,128,99.27,26.56
128,129,99.342,25.7
129,130,99.366,25.540000000000003
130,131,99.29400000000001,25.7
131,132,98.98,25.779999999999998
132,133,99.046,25.330000000000002
133,134,99.004,26.029999999999998
134,135,98.902,25.419999999999998
135,136,98.854,25.61
136,137,99.342,26.090000000000003
137,138,99.16,25.6
138,139,99.316,26.090000000000003
139,140,99.514,25.22
140,141,99.548,27.060000000000002
141,142,99.576,25.81
142,143,99.17,25.72
143,144,98.664,25.430000000000003
144,145,99.114,25.919999999999998
145,146,99.02,26.21
146,147,99.24,25.900000000000002
147,148,99.32,25.929999999999996
148,149,99.442,26.16
149,150,99.32,26.040000000000003
150,151,99.33800000000001,26.3
151,152,99.52,25.919999999999998
152,153,99.602,25.979999999999997
153,154,99.7,26.13
154,155,99.764,26.07
