,pca_variance_class
0,0.4843172339930957
1,0.5128658199621997
2,0.24682768641938863
3,0.4368948055208579
4,0.5017405439772222
5,0.25906169907138493
6,0.2171282982627466
7,0.27294200175167116
8,0.36125923139997246
9,0.4142309466606032
