,acc_class
0,0.8689000010490417
1,0.5546000003814697
2,0.6399999856948853
3,0.6115999817848206
4,0.8077999949455261
5,0.7208999991416931
6,0.7669000029563904
7,0.6775999665260315
8,0.6347000002861023
9,0.6818999648094177
10,0.6775999665260315
11,0.6539999842643738
12,0.7057999968528748
13,0.7871999740600586
14,0.8116999864578247
15,0.6462000012397766
16,0.6484999656677246
17,0.8385999798774719
18,0.8563999533653259
19,0.6645999550819397
20,0.6985999941825867
21,0.7361999750137329
22,0.7142999768257141
23,0.7425000071525574
24,0.6209999918937683
25,0.7148000001907349
26,0.6711999773979187
27,0.6504999995231628
28,0.6015999913215637
29,0.6700999736785889
30,0.740399956703186
31,0.7791000008583069
32,0.6786999702453613
33,0.6351999640464783
34,0.6430000066757202
35,0.6247000098228455
36,0.750499963760376
37,0.6323999762535095
38,0.7238999605178833
39,0.683899998664856
40,0.8446999788284302
41,0.7335000038146973
42,0.6969999670982361
43,0.6635000109672546
44,0.6732000112533569
45,0.5995999574661255
46,0.7986999750137329
47,0.6638999581336975
48,0.5837000012397766
49,0.5340999960899353
50,0.6358000040054321
51,0.623699963092804
52,0.5647000074386597
53,0.5148000121116638
54,0.661300003528595
55,0.7032999992370605
56,0.5722999572753906
57,0.6085000038146973
58,0.7044999599456787
59,0.6047999858856201
60,0.5527999997138977
61,0.7294999957084656
62,0.7312999963760376
63,0.6524999737739563
64,0.6414999961853027
65,0.6007999777793884
66,0.5777999758720398
67,0.7459999918937683
68,0.6951999664306641
69,0.7450999617576599
70,0.5437999963760376
71,0.6543999910354614
72,0.8080999851226807
73,0.62909996509552
74,0.7150999903678894
75,0.729200005531311
76,0.7490999698638916
77,0.5173999667167664
78,0.7305999994277954
79,0.8676999807357788
80,0.882599949836731
81,0.6451999545097351
82,0.7457999587059021
83,0.6732999682426453
84,0.5288000106811523
85,0.7519999742507935
86,0.7026999592781067
87,0.6003999710083008
88,0.7208999991416931
89,0.8315999507904053
90,0.6563000082969666
91,0.7182999849319458
92,0.6200999617576599
93,0.6408999562263489
94,0.6807999610900879
95,0.63919997215271
96,0.5679000020027161
97,0.5189999938011169
98,0.7475000023841858
99,0.6509000062942505
100,0.6089999675750732
101,0.6491999626159668
102,0.7003999948501587
103,0.6358000040054321
104,0.7833999991416931
105,0.666700005531311
106,0.5356000065803528
107,0.696399986743927
108,0.5655999779701233
109,0.7305999994277954
110,0.7085999846458435
111,0.5855000019073486
112,0.6366999745368958
113,0.8070999979972839
114,0.6455999612808228
115,0.6726999878883362
116,0.5813999772071838
117,0.6408999562263489
118,0.5234999656677246
119,0.6171000003814697
120,0.6967999935150146
121,0.5397999882698059
122,0.7368999719619751
123,0.6700999736785889
124,0.6864999532699585
125,0.6919999718666077
126,0.6771999597549438
127,0.6840999722480774
128,0.6467999815940857
129,0.604200005531311
130,0.7548999786376953
131,0.6751999855041504
132,0.6685000061988831
133,0.5566999912261963
134,0.7576000094413757
135,0.6732000112533569
136,0.6189999580383301
137,0.7116999626159668
138,0.6834999918937683
139,0.75
140,0.7179999947547913
141,0.6935999989509583
142,0.772599995136261
143,0.6011999845504761
144,0.8716999888420105
145,0.6031000018119812
146,0.6628999710083008
147,0.6633999943733215
148,0.8050000071525574
149,0.7216999530792236
150,0.6003999710083008
151,0.7524999976158142
152,0.7626999616622925
153,0.6904999613761902
154,0.5783999562263489
155,0.6215999722480774
156,0.5827999711036682
157,0.5410999655723572
158,0.7856000065803528
159,0.7828999757766724
160,0.7938999533653259
161,0.6762999892234802
162,0.5062000155448914
163,0.5669000148773193
164,0.6089000105857849
165,0.5881999731063843
166,0.5812000036239624
167,0.6403999924659729
168,0.8051999807357788
169,0.7804999947547913
170,0.4959999918937683
171,0.6462999582290649
172,0.7167999744415283
173,0.6078999638557434
174,0.777999997138977
175,0.6843000054359436
176,0.6252999901771545
177,0.63919997215271
178,0.637499988079071
179,0.7051999568939209
180,0.6033999919891357
181,0.6714999675750732
182,0.6942999958992004
183,0.663599967956543
184,0.8043999671936035
185,0.7566999793052673
186,0.7824999690055847
187,0.7515000104904175
188,0.7556999921798706
189,0.7820000052452087
190,0.722000002861023
191,0.640500009059906
192,0.7396000027656555
193,0.7330999970436096
194,0.5627999901771545
195,0.6453999876976013
196,0.7364999651908875
197,0.6123999953269958
198,0.6344000101089478
199,0.6287999749183655
