,number_pca_components_class
0,18
1,26
2,28
3,27
4,28
5,27
6,30
7,29
8,27
9,29
10,29
11,28
12,26
13,16
14,24
15,30
16,30
17,30
18,22
19,27
20,27
21,26
22,23
23,14
24,28
25,27
26,29
27,29
28,25
29,27
30,30
31,29
32,27
33,30
34,29
35,29
36,24
37,25
38,27
39,26
40,28
41,31
42,27
43,26
44,26
45,23
46,26
47,29
48,29
49,27
50,28
51,27
52,27
53,29
54,28
55,27
56,26
57,27
58,28
59,27
60,20
61,25
62,25
63,24
64,27
65,26
66,26
67,28
68,24
69,30
70,20
71,22
72,27
73,28
74,25
75,27
76,29
77,25
78,28
79,29
80,26
81,25
82,24
83,24
84,25
85,27
86,24
87,27
88,27
89,28
90,19
91,29
92,28
93,24
94,20
95,24
96,25
97,27
98,28
99,28
100,26
101,22
102,28
103,25
104,28
105,24
106,26
107,27
108,26
109,25
110,25
111,22
112,21
113,27
114,28
115,24
116,21
117,27
118,26
119,25
120,26
121,24
122,30
123,25
124,19
125,25
126,25
127,25
128,22
129,25
130,27
131,26
132,23
133,18
134,26
135,25
136,27
137,25
138,24
139,27
140,26
141,27
142,27
143,27
144,29
145,22
146,23
147,26
148,22
149,26
150,27
151,27
152,28
153,21
154,21
155,28
156,27
157,25
158,27
159,29
160,30
161,26
162,24
163,24
164,25
165,22
166,20
167,25
168,28
169,25
170,22
171,28
172,27
173,22
174,28
175,30
176,23
177,26
178,23
179,26
180,26
181,25
182,26
183,27
184,20
185,30
186,19
187,20
188,24
189,22
190,23
191,20
192,23
193,26
194,21
195,25
196,23
197,22
198,20
199,27
