epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,54.55166666666666,86.63666666666666,86.22
12,56.665,88.3,87.56
13,57.50333333333333,89.63833333333334,88.77000000000001
14,58.07,89.86,88.57000000000001
15,58.41166666666666,90.86666666666666,89.41
16,58.65833333333333,90.57666666666667,88.89
17,58.85,89.87333333333333,88.53
18,58.751666666666665,90.48,89.08
19,58.80833333333333,90.65333333333334,89.14
20,58.90833333333333,90.36666666666666,88.64999999999999
21,58.98833333333333,90.27,88.4
22,58.95166666666667,90.17166666666667,88.31
23,58.86333333333334,89.7,87.59
24,58.785,90.81,88.68
25,58.83666666666667,89.57666666666667,87.74
26,58.653333333333336,90.67666666666668,88.62
27,58.67,90.47500000000001,88.49000000000001
28,58.49833333333333,90.26833333333333,88.4
29,58.525000000000006,89.785,88.14999999999999
30,58.43666666666667,90.10666666666667,88.47
31,58.58333333333333,88.985,87.27000000000001
32,58.54166666666667,86.11999999999999,84.73
33,58.51333333333333,89.46,87.75
34,58.36,89.05833333333332,87.24
35,58.138333333333335,89.75,88.24
36,58.17333333333333,90.20166666666667,88.44
37,57.975,89.38833333333334,87.94
38,58.04333333333334,89.25666666666666,87.85
39,57.985,88.98166666666667,88.0
40,57.8,89.91,88.49000000000001
41,57.873333333333335,89.32166666666667,88.05
42,57.848333333333336,89.55499999999999,87.46000000000001
43,57.80499999999999,87.71,86.64
44,57.64333333333334,87.08500000000001,85.54
45,57.513333333333335,88.59333333333333,87.68
46,57.445,89.305,87.75
47,57.8,89.30333333333334,88.33
48,57.52333333333334,87.53666666666666,86.37
49,57.645,89.895,88.62
50,57.571666666666665,89.2,88.02
51,57.233333333333334,88.71833333333333,87.81
52,57.35333333333333,88.65166666666666,87.14
53,57.555,89.295,87.85
54,57.376666666666665,89.115,87.68
55,57.699999999999996,89.32666666666667,88.03999999999999
56,57.40333333333333,87.76666666666667,86.88
57,57.44166666666667,87.185,85.95
58,57.33166666666667,87.89666666666666,86.64
59,57.435,87.12166666666667,86.05000000000001
60,57.571666666666665,88.59166666666667,87.69
61,57.638333333333335,86.63499999999999,85.19
62,57.42,88.235,86.82
63,57.36666666666667,88.81166666666667,87.08
64,57.428333333333335,88.03,86.67
65,57.291666666666664,88.26166666666667,87.46000000000001
66,56.82333333333334,88.68166666666667,87.27000000000001
67,57.08333333333333,86.46333333333334,85.49
68,56.81666666666667,88.85333333333332,87.72
69,56.70166666666666,88.44666666666666,87.13
70,57.325,88.99333333333334,87.59
71,57.16166666666667,88.31,86.5
72,57.09333333333333,87.73333333333333,86.24000000000001
73,57.028333333333336,87.17333333333333,86.03
74,56.90333333333333,88.12666666666667,86.53999999999999
75,57.156666666666666,88.42333333333333,87.42
76,56.85,88.44333333333333,86.71
77,56.891666666666666,88.36,87.48
78,56.84,85.31333333333333,84.15
79,55.95,87.75500000000001,86.75
80,56.58,85.93833333333333,85.25
81,56.574999999999996,88.205,87.28
82,56.638333333333335,86.28,85.54
83,56.61000000000001,87.27333333333334,86.19
84,56.83166666666667,87.98333333333333,86.87
85,56.58333333333333,87.335,86.4
86,56.415000000000006,87.92333333333333,86.98
87,56.54333333333334,86.78333333333333,85.18
88,56.545,88.53,87.22
89,56.236666666666665,87.42166666666667,86.29
90,56.275,84.90333333333334,83.66
91,56.71333333333334,88.9,87.75
92,56.364999999999995,85.88666666666667,85.03
93,56.69833333333333,85.03166666666667,84.07
94,56.22666666666667,88.11666666666666,87.06
95,56.35333333333333,87.78666666666666,87.2
96,56.36,87.5,86.33
97,56.31166666666667,88.28666666666666,87.2
98,55.115,86.72,85.8
99,55.48833333333333,85.99333333333334,85.41
100,56.22833333333334,84.67333333333333,84.02
