,acc_class
0,0.194
1,0.188
2,0.122
3,0.174
4,0.324
5,0.13
6,0.198
7,0.06
8,0.062
9,0.296
10,0.026
11,0.172
12,0.334
13,0.346
14,0.282
15,0.052
16,0.03
17,0.04
18,0.218
19,0.164
20,0.068
21,0.21
22,0.118
23,0.374
24,0.078
25,0.132
26,0.14
27,0.036
28,0.154
29,0.078
30,0.108
31,0.224
32,0.06
33,0.056
34,0.348
35,0.22
36,0.162
37,0.1
38,0.212
39,0.072
40,0.062
41,0.244
42,0.026
43,0.06
44,0.236
45,0.084
46,0.116
47,0.144
48,0.08
49,0.136
50,0.37
51,0.096
52,0.088
53,0.132
54,0.052
55,0.276
56,0.102
57,0.328
58,0.332
59,0.178
60,0.326
61,0.134
62,0.092
63,0.124
64,0.01
65,0.12
66,0.2
67,0.146
68,0.174
69,0.128
70,0.206
71,0.256
72,0.182
73,0.11
74,0.174
75,0.05
76,0.016
77,0.1
78,0.352
79,0.028
80,0.09
81,0.51
82,0.27
83,0.128
84,0.128
85,0.13
86,0.18
87,0.178
88,0.01
89,0.114
90,0.17
91,0.242
92,0.13
93,0.204
94,0.062
95,0.106
96,0.108
97,0.29
98,0.16
99,0.028
100,0.024
101,0.166
102,0.158
103,0.498
104,0.114
105,0.282
106,0.064
107,0.334
108,0.126
109,0.088
110,0.08
111,0.104
112,0.122
113,0.082
114,0.184
115,0.26
116,0.192
117,0.18
118,0.232
119,0.11
120,0.068
121,0.334
122,0.042
123,0.086
124,0.404
125,0.028
126,0.314
127,0.048
128,0.296
129,0.104
130,0.094
131,0.016
132,0.066
133,0.244
134,0.172
135,0.066
136,0.15
137,0.064
138,0.078
139,0.048
140,0.116
141,0.058
142,0.036
143,0.136
144,0.076
145,0.366
146,0.256
147,0.11
148,0.288
149,0.016
150,0.092
151,0.102
152,0.186
153,0.134
154,0.34
155,0.166
156,0.026
157,0.088
158,0.184
159,0.024
160,0.058
161,0.032
162,0.166
163,0.148
164,0.18
165,0.414
166,0.228
167,0.244
168,0.132
169,0.174
170,0.262
171,0.09
172,0.058
173,0.278
174,0.148
175,0.014
176,0.238
177,0.14
178,0.212
179,0.112
180,0.06
181,0.226
182,0.134
183,0.304
184,0.144
185,0.168
186,0.158
187,0.124
188,0.288
189,0.428
190,0.304
191,0.322
192,0.286
193,0.388
194,0.366
195,0.134
196,0.286
197,0.182
198,0.134
199,0.178
