Epoch,Correct,Total,Accuracy
40,179,10722,0.0167
41,171,10722,0.0159
42,178,10722,0.0166
43,194,10722,0.0181
44,191,10722,0.0178
45,179,10722,0.0167
46,171,10722,0.0159
47,180,10722,0.0168
48,168,10722,0.0157
49,205,10722,0.0191
50,186,10722,0.0173
51,197,10722,0.0184
52,195,10722,0.0182
53,184,10722,0.0172
54,180,10722,0.0168
55,192,10722,0.0179
56,191,10722,0.0178
57,180,10722,0.0168
58,193,10722,0.018
59,185,10722,0.0173
60,160,10722,0.0149
61,182,10722,0.017
62,179,10722,0.0167
63,184,10722,0.0172
64,170,10722,0.0159
65,177,10722,0.0165
66,162,10722,0.0151
67,173,10722,0.0161
68,160,10722,0.0149
69,167,10722,0.0156
70,154,10722,0.0144
71,173,10722,0.0161
72,190,10722,0.0177
73,179,10722,0.0167
74,176,10722,0.0164
75,167,10722,0.0156
76,166,10722,0.0155
77,168,10722,0.0157
78,168,10722,0.0157
79,168,10722,0.0157
80,164,10722,0.0153
81,159,10722,0.0148
82,141,10722,0.0132
83,168,10722,0.0157
84,185,10722,0.0173
85,174,10722,0.0162
86,166,10722,0.0155
87,174,10722,0.0162
88,170,10722,0.0159
89,162,10722,0.0151
90,158,10722,0.0147
91,177,10722,0.0165
92,173,10722,0.0161
93,164,10722,0.0153
94,173,10722,0.0161
95,196,10722,0.0183
96,134,10722,0.0125
97,153,10722,0.0143
98,155,10722,0.0145
99,162,10722,0.0151
