,acc_class
0,0.43320000171661377
1,0.3197999894618988
2,0.18159998953342438
3,0.1623999923467636
4,0.27799999713897705
5,0.3351999819278717
6,0.4375999867916107
7,0.2621999979019165
8,0.46639999747276306
9,0.40039998292922974
