,number_pca_components_class
0,63
1,55
2,48
3,44
4,61
5,48
6,67
7,64
8,46
9,56
10,77
11,46
12,43
13,69
14,69
15,72
16,73
17,88
18,73
19,58
20,37
21,56
22,51
23,55
24,51
25,49
26,49
27,49
28,41
29,53
30,53
31,45
32,54
33,63
34,49
35,41
36,52
37,57
38,67
39,57
40,84
41,74
42,59
43,56
44,51
45,46
46,72
47,51
48,41
49,51
50,37
51,41
52,46
53,45
54,52
55,46
56,36
57,37
58,42
59,68
60,24
61,48
62,42
63,41
64,65
65,40
66,44
67,80
68,40
69,69
70,35
71,51
72,74
73,72
74,59
75,57
76,81
77,33
78,66
79,93
80,79
81,37
82,40
83,59
84,43
85,65
86,50
87,53
88,69
89,78
90,58
91,57
92,52
93,43
94,39
95,60
96,55
97,42
98,67
99,64
100,52
101,60
102,79
103,60
104,60
105,36
106,45
107,54
108,46
109,61
110,50
111,33
112,40
113,67
114,63
115,56
116,34
117,64
118,54
119,37
120,47
121,45
122,75
123,38
124,48
125,50
126,41
127,53
128,43
129,68
130,58
131,64
132,66
133,30
134,65
135,61
136,45
137,62
138,58
139,62
140,54
141,62
142,63
143,41
144,78
145,44
146,39
147,51
148,65
149,64
150,48
151,61
152,71
153,51
154,42
155,65
156,47
157,52
158,69
159,69
160,68
161,54
162,32
163,59
164,49
165,36
166,32
167,48
168,81
169,55
170,34
171,51
172,64
173,45
174,61
175,66
176,38
177,50
178,41
179,39
180,41
181,44
182,50
183,46
184,59
185,71
186,52
187,58
188,54
189,65
190,48
191,38
192,44
193,44
194,48
195,64
196,64
197,45
198,58
199,58
