Epoch,Correct,Total,Accuracy
10,59272,60000,0.9879
11,59377,60000,0.9896
12,59529,60000,0.9921
13,59670,60000,0.9945
14,59580,60000,0.993
15,59732,60000,0.9955
16,59706,60000,0.9951
17,59745,60000,0.9958
18,59817,60000,0.997
19,59720,60000,0.9953
20,59691,60000,0.9949
21,59796,60000,0.9966
22,59749,60000,0.9958
23,59729,60000,0.9955
24,59827,60000,0.9971
25,59730,60000,0.9955
26,59784,60000,0.9964
27,59832,60000,0.9972
28,59622,60000,0.9937
29,59672,60000,0.9945
30,59862,60000,0.9977
31,59889,60000,0.9981
32,59774,60000,0.9962
33,59835,60000,0.9972
34,59814,60000,0.9969
35,59927,60000,0.9988
36,59646,60000,0.9941
37,59774,60000,0.9962
38,59890,60000,0.9982
39,59733,60000,0.9956
40,59897,60000,0.9983
