,number_pca_components_class
0,9
1,10
2,10
3,12
4,9
5,12
6,13
7,12
8,10
9,11
10,10
11,11
12,11
13,10
14,12
15,11
16,12
17,12
18,12
19,11
20,10
21,11
22,10
23,9
24,12
25,13
26,13
27,13
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,10
37,10
38,12
39,11
40,11
41,11
42,10
43,10
44,9
45,10
46,11
47,14
48,12
49,12
50,13
51,12
52,11
53,11
54,12
55,12
56,12
57,12
58,12
59,13
60,12
61,11
62,12
63,12
64,11
65,11
66,11
67,13
68,12
69,11
70,10
71,11
72,12
73,12
74,12
75,11
76,13
77,12
78,10
79,12
80,13
81,11
82,11
83,12
84,11
85,12
86,11
87,12
88,13
89,13
90,12
91,12
92,12
93,11
94,10
95,11
96,11
97,11
98,12
99,12
100,12
101,10
102,12
103,9
104,13
105,12
106,13
107,10
108,10
109,13
110,12
111,10
112,11
113,12
114,11
115,9
116,10
117,12
118,10
119,11
120,11
121,10
122,12
123,12
124,9
125,12
126,10
127,12
128,10
129,11
130,12
131,12
132,10
133,9
134,13
135,12
136,13
137,10
138,12
139,11
140,11
141,12
142,11
143,11
144,13
145,9
146,10
147,11
148,11
149,13
150,13
151,12
152,10
153,10
154,9
155,12
156,13
157,9
158,13
159,12
160,13
161,13
162,10
163,12
164,11
165,10
166,9
167,11
168,13
169,12
170,11
171,12
172,12
173,10
174,13
175,13
176,11
177,12
178,11
179,12
180,13
181,12
182,12
183,12
184,11
185,13
186,9
187,9
188,12
189,12
190,13
191,12
192,11
193,12
194,9
195,11
196,12
197,9
198,9
199,11
