,pca_variance_class
0,0.9824637264147703
1,0.9846244624381691
2,0.9785237265489253
3,0.9846847453339869
4,0.9786629752692596
5,0.984728746597835
6,0.9802233921273362
7,0.9864493493617672
8,0.9814225076201959
9,0.9857047096726401
