,pca_variance_class
0,0.5308496128764254
1,0.6140830664119964
2,0.4934714430634314
3,0.5896369181950871
4,0.5156760672806858
5,0.5866050919669374
6,0.519416298381951
7,0.6161668937572724
8,0.4771422352025927
9,0.5282400544521453
