,number_pca_components_class
0,20
1,20
2,28
3,32
4,27
5,34
6,37
7,36
8,32
9,33
10,34
11,36
12,25
13,18
14,28
15,38
16,39
17,38
18,29
19,33
20,31
21,32
22,29
23,13
24,36
25,35
26,36
27,38
28,33
29,34
30,33
31,32
32,35
33,33
34,31
35,33
36,30
37,31
38,31
39,30
40,36
41,37
42,36
43,33
44,23
45,20
46,34
47,37
48,36
49,35
50,32
51,33
52,30
53,38
54,34
55,30
56,32
57,30
58,33
59,38
60,27
61,30
62,35
63,36
64,39
65,29
66,36
67,43
68,30
69,37
70,25
71,31
72,38
73,39
74,34
75,37
76,44
77,33
78,30
79,43
80,42
81,27
82,25
83,36
84,33
85,36
86,31
87,37
88,42
89,40
90,24
91,30
92,38
93,26
94,24
95,38
96,33
97,33
98,35
99,43
100,38
101,32
102,41
103,26
104,36
105,32
106,37
107,30
108,30
109,36
110,36
111,21
112,27
113,41
114,35
115,26
116,27
117,40
118,30
119,32
120,34
121,28
122,41
123,33
124,20
125,37
126,26
127,38
128,25
129,35
130,40
131,39
132,34
133,21
134,37
135,39
136,35
137,36
138,30
139,40
140,33
141,38
142,37
143,29
144,41
145,24
146,25
147,38
148,33
149,42
150,40
151,36
152,32
153,24
154,27
155,39
156,40
157,33
158,43
159,42
160,43
161,40
162,33
163,33
164,30
165,28
166,19
167,28
168,42
169,31
170,30
171,38
172,39
173,31
174,38
175,42
176,27
177,30
178,25
179,36
180,35
181,32
182,28
183,31
184,20
185,38
186,17
187,20
188,34
189,27
190,30
191,19
192,17
193,27
194,26
195,33
196,29
197,32
198,28
199,31
