,pca_variance_class
0,0.6378415338210474
1,0.5397080819261711
2,0.5358284613187113
3,0.5042933112844374
4,0.5866689440038958
5,0.4882322534717841
6,0.5901215287550087
7,0.5796727988481039
8,0.4760911810341379
9,0.5052443201999562
