epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,40.42,83.39666666666666,83.28
12,42.525,87.20166666666667,86.97
13,43.25,89.85499999999999,89.46
14,43.675000000000004,86.48833333333333,86.45
15,44.00833333333333,90.34,90.42999999999999
16,44.07333333333333,90.56833333333333,90.4
17,44.281666666666666,88.52,88.37
18,44.461666666666666,90.155,89.87
19,44.70666666666666,89.04166666666666,88.88000000000001
20,44.725,88.48,88.46000000000001
21,44.70666666666666,88.445,88.38000000000001
22,44.85666666666667,87.88166666666667,87.69
23,45.129999999999995,86.76166666666667,86.53999999999999
24,44.931666666666665,86.64,86.36
25,45.071666666666665,85.36333333333333,85.0
26,44.906666666666666,84.37166666666667,84.27
27,44.735,83.52666666666667,83.58
28,44.690000000000005,80.19333333333334,79.92
29,44.288333333333334,82.02000000000001,80.9
30,43.98666666666667,77.46333333333332,77.64
31,43.46666666666666,75.70833333333333,74.66000000000001
32,43.495,77.82166666666667,76.78
33,43.01,73.85166666666667,73.7
34,42.15333333333333,72.37833333333333,71.59
35,42.02333333333333,77.33,76.72
36,42.233333333333334,77.985,78.12
37,41.695,77.36,77.24
38,41.465,75.76166666666667,75.24
39,41.623333333333335,75.24333333333333,74.63
40,41.67666666666667,71.57833333333333,71.98
41,41.736666666666665,73.515,72.94
42,41.501666666666665,74.58,73.09
43,41.376666666666665,70.70833333333333,69.74000000000001
44,41.8,75.84166666666667,74.45
45,41.41166666666667,78.93833333333333,77.39
46,42.17666666666667,78.62833333333333,77.37
47,41.82833333333333,73.17333333333333,72.42
48,41.67,76.68833333333333,75.47
49,41.475,76.115,75.11
50,41.72833333333333,74.85833333333333,74.09
51,41.89333333333333,78.97666666666666,78.97999999999999
52,41.605,77.96499999999999,76.75999999999999
53,41.63333333333333,78.63166666666666,78.63
54,41.74666666666666,77.43833333333333,76.53999999999999
55,41.681666666666665,77.71333333333334,77.42
56,41.66166666666667,78.49666666666667,77.86
57,41.82666666666667,78.26166666666666,77.45
58,41.97166666666667,77.73333333333333,76.59
59,41.53333333333333,78.25666666666666,77.81
60,41.221666666666664,77.58500000000001,76.61
61,41.696666666666665,77.07000000000001,75.75
62,41.82833333333333,78.88333333333334,78.13
63,41.98833333333333,76.44,75.49
64,41.995,75.56166666666667,74.17
65,41.625,79.18666666666667,78.09
66,42.27166666666667,72.99666666666667,71.94
67,41.49,81.15333333333334,80.93
68,41.388333333333335,81.47333333333333,80.74
69,41.955,75.46166666666667,74.13
70,41.60166666666667,78.00333333333333,77.31
71,41.47,72.65,72.09
72,41.428333333333335,80.83666666666667,80.64
73,41.64333333333333,76.37333333333333,75.75
74,41.36333333333334,78.865,78.59
75,40.026666666666664,76.54166666666666,76.36
76,41.08166666666666,78.11,77.19
77,41.23166666666667,75.935,75.68
78,40.486666666666665,70.92500000000001,70.58
79,41.3,79.42833333333333,78.97999999999999
80,41.120000000000005,69.67166666666667,69.39999999999999
81,41.06166666666667,78.90166666666667,78.35
82,41.64666666666667,80.14166666666667,79.02
83,41.63166666666667,80.86333333333333,80.44
84,41.43666666666667,76.97666666666667,75.94
85,40.781666666666666,78.705,78.10000000000001
86,40.123333333333335,73.03166666666667,73.07000000000001
87,39.69,72.12833333333334,71.38
88,40.33,68.61500000000001,67.75999999999999
89,41.64333333333333,78.20166666666667,77.23
90,42.141666666666666,80.36666666666666,79.39
91,40.56333333333333,78.48833333333334,77.41
92,41.015,80.05499999999999,80.07
93,41.13166666666667,79.34166666666667,78.61
94,40.553333333333335,75.51,75.14999999999999
95,41.38333333333333,80.60000000000001,79.93
96,41.20166666666666,80.11333333333333,80.10000000000001
97,41.39333333333333,74.91666666666667,74.7
98,40.78,78.18833333333333,77.69
99,39.345,76.16833333333334,75.59
100,41.05833333333334,79.035,79.25
