,pca_variance_class
0,0.30853140380778105
1,0.2822263141824435
2,0.29703568786375556
3,0.28868765920511597
4,0.29437284745855474
5,0.2801978263531794
6,0.3098310606387505
7,0.26924513588145227
8,0.27966679767501557
9,0.2594627303494633
