epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,18.17833333333333,50.953333333333326,51.32
1,20.8,64.67833333333334,64.41
2,22.900000000000002,74.35666666666667,74.05000000000001
4,23.566666666666666,77.38000000000001,76.68
6,23.983333333333334,79.37333333333333,78.72
8,24.463333333333335,81.13,80.39
10,24.71166666666667,82.08,81.27
12,24.946666666666665,82.57166666666666,81.78999999999999
14,25.113333333333333,82.82833333333333,81.96
16,25.061666666666664,82.09333333333333,80.91000000000001
18,25.348333333333333,82.78833333333333,81.39
20,25.41,82.32000000000001,81.11
25,25.206666666666667,81.215,80.35
30,25.36,81.19666666666666,80.17999999999999
35,25.40833333333333,79.86333333333333,78.99000000000001
40,25.041666666666668,78.16499999999999,77.24
45,24.491666666666667,76.425,75.31
50,24.461666666666666,75.92,75.4
55,24.653333333333332,75.38833333333334,74.6
60,24.05,73.07333333333334,72.68
65,23.976666666666667,73.72,72.71
70,24.026666666666667,72.08166666666666,71.1
75,24.05,72.99,72.49
80,24.09,73.72333333333333,73.45
85,24.015,73.08333333333333,72.39999999999999
90,23.811666666666667,69.855,69.54
95,23.565,68.61833333333334,68.88
100,23.24,64.98166666666667,64.75999999999999
105,23.353333333333335,62.64333333333333,62.69
110,23.145,61.67666666666667,61.38
115,22.778333333333332,58.540000000000006,58.199999999999996
120,23.37666666666667,59.75166666666667,59.45
125,22.881666666666668,57.54666666666667,57.589999999999996
130,22.758333333333333,55.71,55.61000000000001
135,22.346666666666668,54.471666666666664,54.449999999999996
140,21.698333333333334,54.083333333333336,53.09
145,21.990000000000002,53.28166666666667,52.52
150,22.87666666666667,54.883333333333326,54.50000000000001
155,22.593333333333334,53.67666666666666,52.239999999999995
160,22.961666666666666,56.93833333333333,56.3
165,22.803333333333335,58.666666666666664,58.03
170,22.605,59.93000000000001,59.06
175,22.746666666666666,57.48833333333333,56.65
180,22.41,52.76833333333333,51.72
185,22.708333333333332,52.821666666666665,51.970000000000006
190,22.415,53.41833333333334,52.25
195,23.026666666666667,56.13,55.31
200,23.095,55.17166666666667,54.559999999999995
205,22.916666666666664,55.016666666666666,54.66
210,23.14,56.153333333333336,55.7
215,23.258333333333333,55.51166666666667,54.87
220,23.49,55.58833333333333,55.28999999999999
225,23.080000000000002,55.155,54.96
230,23.200000000000003,54.78666666666666,53.800000000000004
235,22.96333333333333,53.595000000000006,52.96999999999999
240,22.96,52.976666666666674,52.61
245,23.175,52.32666666666667,51.480000000000004
250,23.103333333333335,51.58833333333334,50.88
255,23.096666666666664,52.239999999999995,51.849999999999994
260,23.296666666666667,54.14,53.61
265,23.518333333333334,54.946666666666665,54.730000000000004
270,23.115,55.51666666666667,55.010000000000005
275,23.101666666666667,56.24,55.98
280,23.078333333333333,54.690000000000005,54.25
285,23.244999999999997,52.76833333333333,52.31
290,23.005,53.705000000000005,53.39
295,22.956666666666667,53.290000000000006,52.910000000000004
300,23.14,53.95666666666666,53.59
305,23.271666666666665,53.343333333333334,53.42
310,23.22,51.97833333333334,51.78
315,23.474999999999998,53.044999999999995,53.410000000000004
320,23.62333333333333,53.335,53.81
325,23.633333333333333,52.99666666666667,53.559999999999995
330,23.778333333333336,53.855,54.36
335,23.891666666666666,54.46666666666666,54.74
340,24.028333333333332,55.688333333333325,54.81
345,24.15,56.084999999999994,55.48
350,24.063333333333333,55.87333333333333,55.02
355,23.813333333333333,54.928333333333335,54.25
360,24.236666666666668,53.74666666666666,53.09
365,24.046666666666667,53.644999999999996,52.75
370,24.208333333333336,54.91833333333334,53.61
375,24.37333333333333,55.28333333333333,54.06999999999999
380,24.10666666666667,54.895,53.779999999999994
385,24.448333333333334,54.87833333333333,54.010000000000005
390,24.403333333333332,54.776666666666664,54.03
395,24.2,54.15833333333333,53.59
400,24.038333333333334,54.94166666666666,54.400000000000006
405,24.348333333333333,55.02666666666667,54.52
410,24.166666666666668,54.08833333333334,53.010000000000005
415,24.313333333333333,55.336666666666666,54.35
420,24.335,55.93666666666667,55.42
425,24.313333333333333,56.29333333333333,55.05
430,24.315,56.355,55.300000000000004
435,24.233333333333334,56.361666666666665,55.38999999999999
440,24.085,56.39999999999999,55.54
445,24.095,56.12166666666667,54.879999999999995
450,24.071666666666665,55.848333333333336,55.279999999999994
455,24.223333333333333,56.169999999999995,55.22
460,24.408333333333335,55.39166666666666,55.279999999999994
465,24.545,55.19333333333334,54.92
470,24.386666666666667,55.276666666666664,54.87
475,24.556666666666665,56.40833333333334,55.510000000000005
480,24.529999999999998,56.70166666666666,55.65
485,24.635,56.43666666666667,55.559999999999995
490,24.576666666666664,56.53666666666667,55.58
495,24.349999999999998,57.15,55.7
500,24.165,56.23166666666667,55.17999999999999
