,epoch,average_angle_pc_weight
0,0,89.54397583007812
1,1,73.96443023681641
2,2,69.96730728149414
3,4,67.41617736816406
4,6,66.93432159423828
5,8,66.88488578796387
6,10,66.87962341308594
7,12,67.04259147644044
8,14,67.29003677368163
9,16,67.59986763000488
10,18,67.99685401916504
11,20,68.4472053527832
12,25,69.8714385986328
13,30,71.53717193603515
14,35,73.31462631225585
15,40,75.13591690063477
16,45,77.0092758178711
17,50,78.91351623535157
18,55,80.57442855834961
19,60,82.0068603515625
20,65,82.93355331420898
21,70,83.36328048706055
22,75,83.0633644104004
23,80,83.36440582275391
24,85,82.94518737792968
25,90,82.83527984619141
26,95,82.83502883911133
27,100,82.88439254760742
28,105,82.65849685668945
29,110,83.02507629394532
30,115,82.7380744934082
31,120,82.44683151245117
32,125,82.46674118041992
33,130,82.35854949951172
34,135,82.41287307739258
35,140,82.13250961303712
36,145,82.22752227783204
37,150,82.10309829711915
38,155,82.00579986572265
39,160,82.01422805786133
40,165,82.08195190429687
41,170,81.90038986206055
42,175,81.79388122558593
43,180,81.83114776611328
44,185,81.70528564453124
45,190,81.82683868408203
46,195,81.79452362060547
47,200,81.56180419921876
48,205,81.70681915283203
49,210,81.50734024047851
50,215,81.46872940063477
51,220,81.48921356201171
52,225,81.4173454284668
53,230,81.28109436035156
54,235,81.26694412231446
55,240,81.34756469726562
56,245,81.33608703613281
57,250,81.35642547607422
58,255,80.90022048950195
59,260,81.01683959960937
60,265,81.05849380493164
61,270,81.0637321472168
62,275,81.09854202270508
63,280,80.88548583984375
64,285,80.71949310302735
65,290,80.87039718627929
