,epoch,average_angle_pc_weight
0,0,90.22287368774414
1,1,73.56991195678711
2,2,69.23523330688477
3,4,66.5890048980713
4,6,66.1086612701416
5,8,66.14981040954589
6,10,66.36285171508788
7,12,66.6406093597412
8,14,67.03049545288086
9,16,67.52587509155273
10,18,68.08732528686524
11,20,68.66028747558593
12,25,70.23738021850586
13,30,71.90057983398438
14,35,73.72360000610351
15,40,75.59551391601562
16,45,77.5681381225586
17,50,79.38919982910156
18,55,81.11329040527343
19,60,82.44790878295899
20,65,83.42284545898437
21,70,84.32818069458008
22,75,83.1916404724121
23,80,83.91374969482422
24,85,83.24090118408203
25,90,83.04225616455078
26,95,82.6956802368164
27,100,82.69335098266602
28,105,82.46124801635742
29,110,82.42502670288086
30,115,82.33697509765625
31,120,82.07662734985351
32,125,82.12473678588867
33,130,82.04360961914062
34,135,82.11037673950196
35,140,82.18077239990234
36,145,82.20250396728515
37,150,81.9866340637207
38,155,82.1609100341797
39,160,82.02611389160157
40,165,82.00267944335937
41,170,82.12206268310547
42,175,81.9197898864746
43,180,81.93142852783203
44,185,81.63839721679688
45,190,81.76815338134766
46,195,81.64576644897461
47,200,81.72837371826172
48,205,81.4788444519043
49,210,81.1825942993164
50,215,81.47232437133789
51,220,81.36239395141601
52,225,81.17477569580078
53,230,81.3546272277832
54,235,81.18962860107422
55,240,81.27699661254883
56,245,81.02662963867188
57,250,80.97077255249023
58,255,81.08896560668946
59,260,81.0798583984375
60,265,81.21052322387695
61,270,80.59914932250976
62,275,80.87462463378907
63,280,80.93334045410157
64,285,80.81511688232422
65,290,80.73542175292968
66,295,80.70065841674804
67,300,80.84384689331054
68,305,80.77037811279297
69,310,80.93173828125
