epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,11.0,12.964999999999998,12.76,34.24333333333333,70.49833333333333,72.2
1,36.60333333333333,76.48166666666667,76.75,36.18666666666667,75.28666666666666,75.8
2,40.68833333333333,86.47,86.77,40.510000000000005,85.94000000000001,86.59
4,42.17166666666667,89.87833333333334,90.01,42.016666666666666,89.65333333333334,89.85
6,42.77,91.205,91.14999999999999,42.70833333333333,91.08833333333334,90.94
8,43.24166666666667,92.27,92.28,43.169999999999995,92.09833333333334,92.08
10,43.55166666666667,92.97666666666666,93.02,43.505,92.78666666666666,92.80000000000001
12,43.77666666666667,93.47666666666666,93.46,43.745,93.31333333333333,93.24
14,43.97666666666667,93.85666666666667,93.69,43.913333333333334,93.695,93.55
16,44.13666666666667,94.12833333333333,93.94,44.086666666666666,93.95666666666666,93.87
18,44.27166666666666,94.33,94.16,44.230000000000004,94.20333333333333,94.08999999999999
20,44.39666666666667,94.49333333333333,94.42,44.336666666666666,94.36833333333333,94.25
25,44.595,94.715,94.51,44.54,94.58333333333333,94.42
30,44.695,94.67833333333333,94.46,44.66,94.55666666666667,94.42
35,44.77833333333333,94.57833333333333,94.44,44.76,94.505,94.36
40,44.87166666666666,94.36,94.14,44.865,94.31166666666667,94.13
45,44.885000000000005,94.08166666666666,93.83,44.87,94.09333333333333,93.87
50,44.855000000000004,93.65833333333333,93.49,44.85,93.77499999999999,93.49
55,44.748333333333335,93.20333333333333,93.21000000000001,44.72666666666667,93.185,93.12
60,44.585,92.77833333333334,92.74,44.57,92.815,92.80000000000001
65,44.35666666666667,92.24166666666666,92.4,44.333333333333336,92.25999999999999,92.38
70,44.13333333333333,91.86999999999999,91.85,44.135000000000005,91.905,92.02
75,44.105,91.65833333333333,91.53,44.11,91.68833333333333,91.62
80,43.94166666666667,91.025,91.22,43.913333333333334,91.025,91.13
85,43.97666666666667,91.09666666666666,91.13,43.92666666666667,91.03166666666667,91.11
90,43.88,90.82333333333334,90.92,43.875,90.865,90.75999999999999
95,43.92333333333333,91.02666666666667,91.41,43.91166666666667,90.93666666666667,91.46
100,44.071666666666665,90.78833333333334,91.23,44.06166666666667,90.81333333333333,91.29
105,44.053333333333335,90.50166666666667,90.91,44.086666666666666,90.59166666666667,91.03
110,43.964999999999996,90.155,90.66,43.93833333333333,90.16,90.49000000000001
115,43.84166666666667,89.79166666666667,90.32,43.81666666666666,89.83,90.3
120,44.175,90.33833333333334,90.81,44.086666666666666,90.17333333333333,90.64999999999999
125,44.13666666666667,90.17333333333333,90.77,44.085,90.12,90.61
130,44.263333333333335,90.46,90.82000000000001,44.230000000000004,90.36666666666666,90.61
135,44.445,90.60833333333333,91.12,44.415,90.55833333333332,91.02
140,44.36333333333333,90.18666666666667,91.02,44.31666666666666,90.24,91.11
145,44.50833333333333,90.44833333333332,91.22,44.48833333333334,90.385,91.12
150,44.629999999999995,90.28,90.62,44.605,90.305,90.78
155,44.58833333333334,90.08500000000001,90.5,44.57833333333333,90.10000000000001,90.56
160,44.681666666666665,90.07666666666667,90.3,44.653333333333336,90.045,90.25999999999999
165,44.725,89.92833333333333,90.22,44.71333333333333,89.95666666666666,90.3
170,44.785000000000004,89.96666666666667,90.39,44.751666666666665,89.89333333333333,90.35
175,44.835,89.955,90.07,44.788333333333334,89.91666666666667,90.16
180,44.81,89.94666666666666,90.22,44.806666666666665,89.92,90.28
185,44.855000000000004,89.94833333333332,90.29,44.79833333333333,89.88000000000001,90.16999999999999
190,44.913333333333334,89.905,90.25999999999999,44.855000000000004,89.90166666666667,90.35
195,44.91,89.86166666666666,90.36999999999999,44.88166666666666,89.96333333333332,90.32
200,44.98,90.05166666666666,90.16999999999999,44.97,89.98,90.06
205,45.04833333333333,90.11333333333333,90.31,45.04666666666667,90.01,90.29
210,45.123333333333335,90.28333333333333,90.53,45.06166666666667,90.22166666666666,90.38000000000001
215,45.25666666666667,89.905,90.01,45.18333333333333,89.81,90.03
220,45.434999999999995,90.115,90.10000000000001,45.416666666666664,90.08333333333334,90.10000000000001
225,45.465,90.33,90.3,45.42166666666667,90.28833333333334,90.41
230,45.45333333333333,90.255,90.16,45.413333333333334,90.2,90.23
235,45.505,90.39500000000001,90.42999999999999,45.535,90.39500000000001,90.44
240,45.653333333333336,89.95666666666666,89.92999999999999,45.611666666666665,89.97500000000001,90.07
245,46.01166666666667,90.345,90.61,45.93666666666667,90.28166666666667,90.66
250,45.90166666666667,90.425,90.75,45.839999999999996,90.38666666666667,90.78
255,45.845,90.325,90.58,45.74666666666667,90.305,90.69
260,45.931666666666665,90.47500000000001,90.82000000000001,45.88666666666666,90.42333333333333,90.77
265,45.80833333333334,90.17833333333334,90.25999999999999,45.80166666666667,90.17166666666667,90.25
270,46.07833333333333,89.99000000000001,90.42999999999999,46.053333333333335,89.87333333333333,90.47
275,46.175,90.12166666666667,90.53,46.13833333333333,90.07333333333334,90.52
280,46.18666666666667,90.14999999999999,90.55,46.14666666666667,90.12333333333333,90.59
