Epoch,Correct,Total,Accuracy
10,66,21536,0.0031
11,70,21536,0.0033
12,77,21536,0.0036
13,89,21536,0.0041
14,96,21536,0.0045
15,109,21536,0.0051
16,142,21536,0.0066
17,174,21536,0.0081
18,192,21536,0.0089
19,227,21536,0.0105
20,266,21536,0.0124
21,306,21536,0.0142
22,362,21536,0.0168
23,417,21536,0.0194
24,521,21536,0.0242
25,585,21536,0.0272
26,667,21536,0.031
27,786,21536,0.0365
28,781,21536,0.0363
29,857,21536,0.0398
30,951,21536,0.0442
31,1063,21536,0.0494
32,1196,21536,0.0555
33,1374,21536,0.0638
34,1591,21536,0.0739
35,1773,21536,0.0823
36,2004,21536,0.0931
37,2041,21536,0.0948
38,2121,21536,0.0985
39,2230,21536,0.1035
40,2286,21536,0.1061
41,2291,21536,0.1064
42,2432,21536,0.1129
43,2679,21536,0.1244
44,2789,21536,0.1295
45,2878,21536,0.1336
46,2979,21536,0.1383
47,3151,21536,0.1463
48,3254,21536,0.1511
49,3408,21536,0.1582
50,3548,21536,0.1647
51,3612,21536,0.1677
52,3639,21536,0.169
53,3743,21536,0.1738
54,3863,21536,0.1794
55,3910,21536,0.1816
56,3995,21536,0.1855
57,4071,21536,0.189
58,3967,21536,0.1842
59,4046,21536,0.1879
60,4005,21536,0.186
61,4166,21536,0.1934
62,4217,21536,0.1958
63,4190,21536,0.1946
64,4282,21536,0.1988
65,4343,21536,0.2017
66,4388,21536,0.2038
67,4256,21536,0.1976
68,4339,21536,0.2015
69,4267,21536,0.1981
70,4556,21536,0.2116
71,4696,21536,0.2181
72,4696,21536,0.2181
73,4872,21536,0.2262
74,5027,21536,0.2334
75,5031,21536,0.2336
76,5111,21536,0.2373
77,5291,21536,0.2457
78,5235,21536,0.2431
79,5267,21536,0.2446
80,5084,21536,0.2361
81,5113,21536,0.2374
82,5113,21536,0.2374
83,5289,21536,0.2456
84,5054,21536,0.2347
85,5399,21536,0.2507
86,5346,21536,0.2482
87,5296,21536,0.2459
88,5176,21536,0.2403
89,5568,21536,0.2585
90,5323,21536,0.2472
91,5015,21536,0.2329
92,5209,21536,0.2419
93,5143,21536,0.2388
94,5070,21536,0.2354
95,5249,21536,0.2437
96,5322,21536,0.2471
97,5074,21536,0.2356
98,5289,21536,0.2456
99,5134,21536,0.2384
