Epoch,Correct,Total,Accuracy
10,38083,38464,0.9901
11,38093,38464,0.9904
12,38106,38464,0.9907
13,38125,38464,0.9912
14,38128,38464,0.9913
15,38095,38464,0.9904
16,38065,38464,0.9896
17,38016,38464,0.9884
18,37937,38464,0.9863
19,37968,38464,0.9871
20,37969,38464,0.9871
21,37962,38464,0.9869
22,37903,38464,0.9854
23,37755,38464,0.9816
24,37619,38464,0.978
25,37520,38464,0.9755
26,37440,38464,0.9734
27,37423,38464,0.9729
28,37496,38464,0.9748
29,37462,38464,0.9739
30,37331,38464,0.9705
31,37180,38464,0.9666
32,36844,38464,0.9579
33,36536,38464,0.9499
34,35913,38464,0.9337
35,35582,38464,0.9251
36,35353,38464,0.9191
37,35101,38464,0.9126
38,35011,38464,0.9102
39,35052,38464,0.9113
40,35092,38464,0.9123
41,35114,38464,0.9129
42,34963,38464,0.909
43,34689,38464,0.9019
44,34514,38464,0.8973
45,34270,38464,0.891
46,34165,38464,0.8882
47,33604,38464,0.8736
48,33309,38464,0.866
49,33107,38464,0.8607
50,32704,38464,0.8502
51,32302,38464,0.8398
52,32180,38464,0.8366
53,31220,38464,0.8117
54,31435,38464,0.8173
55,31484,38464,0.8185
56,31427,38464,0.817
57,31378,38464,0.8158
58,32316,38464,0.8402
59,32163,38464,0.8362
60,32761,38464,0.8517
61,32638,38464,0.8485
62,32526,38464,0.8456
63,32816,38464,0.8532
64,32832,38464,0.8536
65,32688,38464,0.8498
66,32764,38464,0.8518
67,32835,38464,0.8537
68,32707,38464,0.8503
69,33043,38464,0.8591
70,32492,38464,0.8447
71,32434,38464,0.8432
72,32764,38464,0.8518
73,32624,38464,0.8482
74,32276,38464,0.8391
75,32221,38464,0.8377
76,31939,38464,0.8304
77,31479,38464,0.8184
78,31677,38464,0.8235
79,31598,38464,0.8215
80,31814,38464,0.8271
81,31469,38464,0.8181
82,31367,38464,0.8155
83,31396,38464,0.8162
84,31741,38464,0.8252
85,31001,38464,0.806
86,31407,38464,0.8165
87,31765,38464,0.8258
88,31546,38464,0.8201
89,31589,38464,0.8213
90,31826,38464,0.8274
91,32601,38464,0.8476
92,31569,38464,0.8207
93,31711,38464,0.8244
94,32130,38464,0.8353
95,31713,38464,0.8245
96,31645,38464,0.8227
97,31509,38464,0.8192
98,31601,38464,0.8216
99,31903,38464,0.8294
