,epoch,Train_accuracy_org
0,1,71.865
1,2,77.53999999999999
2,3,79.91166666666668
3,4,81.30166666666668
4,5,82.57166666666666
5,6,83.59833333333333
6,7,84.16666666666667
7,8,85.015
8,9,85.625
9,10,86.12166666666667
10,11,86.45333333333333
11,12,86.71
12,13,87.22166666666666
13,14,87.55
14,15,87.81666666666666
15,16,88.06333333333333
16,17,88.075
17,18,88.15166666666666
18,19,88.125
19,20,87.93333333333334
20,21,88.035
21,22,87.99166666666667
22,23,87.94333333333333
23,24,87.92833333333333
24,25,87.75
25,26,87.41
26,27,87.26833333333333
27,28,86.81833333333333
28,29,86.34833333333334
29,30,86.15166666666667
30,31,85.18
31,32,84.34833333333333
32,33,83.44333333333334
33,34,82.81500000000001
34,35,82.09666666666666
35,36,81.42
36,37,80.735
37,38,79.44
38,39,78.93666666666667
39,40,78.23666666666666
40,41,76.46
41,42,75.14
42,43,73.06166666666667
43,44,71.37
44,45,71.91
45,46,72.39
46,47,72.78666666666666
47,48,71.72500000000001
48,49,69.84166666666667
49,50,68.17333333333333
50,51,66.095
51,52,63.593333333333334
52,53,63.43666666666666
53,54,61.839999999999996
54,55,62.63999999999999
55,56,62.315
56,57,62.39333333333333
57,58,60.760000000000005
58,59,58.525000000000006
59,60,60.265
60,61,59.92166666666666
61,62,60.33500000000001
62,63,60.876666666666665
63,64,60.64833333333334
64,65,60.77666666666667
65,66,60.01333333333333
66,67,58.255
67,68,58.10333333333333
68,69,56.64666666666667
69,70,58.40833333333333
70,71,59.29
71,72,58.291666666666664
72,73,57.90666666666666
73,74,56.894999999999996
74,75,56.00000000000001
75,76,56.665
76,77,57.545
77,78,57.57666666666667
78,79,57.084999999999994
79,80,56.596666666666664
80,81,54.751666666666665
81,82,54.725
82,83,54.955
83,84,54.406666666666666
84,85,53.015
85,86,52.28333333333334
86,87,53.25833333333333
87,88,52.47166666666667
88,89,51.75333333333333
89,90,51.79333333333334
90,91,50.973333333333336
91,92,50.495000000000005
92,93,49.36833333333333
93,94,50.36333333333334
94,95,48.85166666666667
95,96,48.79
96,97,47.98166666666667
97,98,48.03
98,99,46.685
99,100,47.14
100,101,47.835
101,102,45.32333333333333
102,103,47.696666666666665
103,104,47.365
104,105,47.915
105,106,47.965
106,107,48.013333333333335
107,108,48.07
108,109,49.06333333333333
109,110,49.03666666666667
110,111,48.620000000000005
111,112,48.806666666666665
112,113,49.431666666666665
113,114,48.92666666666667
114,115,48.42
115,116,48.955
116,117,48.42
117,118,49.233333333333334
118,119,48.82666666666667
119,120,48.538333333333334
120,121,47.375
121,122,48.69
122,123,48.13666666666666
123,124,47.986666666666665
124,125,48.718333333333334
125,126,47.11166666666667
126,127,47.825
127,128,46.805
128,129,46.71666666666667
129,130,47.435
130,131,46.94166666666666
131,132,46.69166666666666
132,133,46.86333333333334
133,134,46.42666666666667
134,135,46.760000000000005
135,136,47.24
136,137,46.60166666666667
137,138,47.718333333333334
138,139,46.75333333333334
139,140,47.39833333333333
140,141,46.32833333333333
141,142,46.72666666666667
142,143,46.55666666666667
143,144,46.05166666666667
144,145,46.13166666666667
145,146,45.531666666666666
146,147,46.233333333333334
147,148,45.455
148,149,46.09666666666667
149,150,45.538333333333334
150,151,46.27333333333333
151,152,46.19666666666667
152,153,45.805
153,154,45.739999999999995
154,155,45.73
155,156,46.989999999999995
156,157,45.94166666666666
157,158,46.715
158,159,46.48166666666667
159,160,46.733333333333334
160,161,46.291666666666664
161,162,45.08833333333334
162,163,45.22
163,164,46.19
164,165,45.876666666666665
165,166,45.555
166,167,43.905
167,168,43.70333333333333
168,169,43.05
169,170,43.03333333333333
170,171,43.925
171,172,43.77166666666666
172,173,45.050000000000004
173,174,43.928333333333335
174,175,43.163333333333334
175,176,43.60666666666667
176,177,42.72666666666667
177,178,43.91
178,179,43.72833333333334
179,180,43.028333333333336
180,181,42.81166666666667
181,182,43.43833333333333
182,183,43.26166666666666
183,184,43.07
184,185,42.401666666666664
185,186,43.07666666666667
186,187,43.086666666666666
187,188,42.425000000000004
188,189,44.336666666666666
189,190,43.25333333333333
190,191,43.435
191,192,43.711666666666666
192,193,43.10666666666666
193,194,43.468333333333334
194,195,44.4
195,196,44.81
196,197,43.58833333333333
197,198,43.81666666666666
198,199,42.943333333333335
199,200,45.195
200,201,44.09
201,202,44.98833333333334
202,203,44.446666666666665
203,204,44.34166666666667
204,205,43.85166666666667
205,206,44.43333333333334
206,207,43.598333333333336
207,208,43.74
208,209,43.21666666666666
209,210,44.529999999999994
210,211,43.641666666666666
211,212,44.655
212,213,43.53
213,214,43.983333333333334
214,215,43.766666666666666
215,216,43.964999999999996
216,217,43.309999999999995
217,218,43.91166666666667
218,219,44.248333333333335
219,220,44.03
220,221,44.553333333333335
221,222,44.251666666666665
222,223,44.20666666666666
223,224,44.08833333333334
224,225,44.64666666666667
225,226,44.013333333333335
226,227,44.440000000000005
227,228,44.44166666666667
228,229,45.129999999999995
229,230,44.681666666666665
230,231,44.47833333333333
231,232,45.16
232,233,45.09666666666667
233,234,44.57833333333333
234,235,44.155
235,236,45.03333333333333
236,237,44.89333333333334
237,238,45.538333333333334
238,239,44.735
239,240,44.97666666666667
240,241,44.91833333333333
241,242,45.63833333333333
242,243,44.94166666666667
243,244,45.68833333333333
244,245,45.056666666666665
245,246,45.17333333333333
246,247,45.574999999999996
247,248,44.151666666666664
248,249,45.48
249,250,45.715
250,251,45.263333333333335
251,252,45.550000000000004
252,253,45.696666666666665
253,254,45.725
254,255,46.425
255,256,45.348333333333336
256,257,45.70666666666667
257,258,45.57833333333333
258,259,45.705
259,260,45.486666666666665
260,261,45.785
261,262,45.56166666666667
262,263,44.85
263,264,45.715
264,265,46.760000000000005
265,266,45.88833333333333
266,267,45.52833333333333
267,268,45.08166666666666
268,269,45.855000000000004
269,270,45.65833333333333
270,271,45.78
271,272,44.86833333333333
272,273,45.415
273,274,44.623333333333335
274,275,44.87166666666666
275,276,44.73833333333334
276,277,45.11666666666667
277,278,45.205
278,279,44.385000000000005
279,280,45.055
280,281,45.375
281,282,45.02333333333333
282,283,46.04666666666667
283,284,45.51
284,285,45.373333333333335
285,286,45.48
286,287,45.495000000000005
287,288,45.538333333333334
288,289,45.77333333333333
289,290,44.46333333333333
290,291,45.09666666666667
291,292,45.10333333333333
292,293,44.84166666666667
293,294,45.57
294,295,44.928333333333335
295,296,45.21333333333333
296,297,44.56
297,298,45.06333333333333
298,299,44.63166666666666
299,300,44.98833333333334
300,301,44.58166666666667
301,302,45.54666666666667
302,303,44.71666666666667
303,304,45.37833333333333
304,305,44.401666666666664
305,306,44.36333333333333
306,307,44.57666666666667
307,308,44.7
308,309,45.59666666666667
309,310,44.721666666666664
310,311,44.81
311,312,44.6
312,313,44.355
313,314,44.58833333333334
314,315,43.93833333333333
315,316,44.485
316,317,44.51
317,318,43.846666666666664
318,319,44.06833333333333
319,320,45.005
320,321,44.36666666666667
321,322,44.138333333333335
322,323,45.218333333333334
323,324,45.20333333333333
324,325,45.09666666666667
325,326,44.18166666666667
326,327,44.16833333333333
327,328,44.43666666666667
328,329,44.855000000000004
329,330,44.595
330,331,43.86666666666667
331,332,44.73833333333334
332,333,45.06666666666666
333,334,44.75333333333333
334,335,45.129999999999995
335,336,44.474999999999994
336,337,44.98833333333334
337,338,45.52166666666667
338,339,44.474999999999994
339,340,44.69833333333334
340,341,44.75
341,342,44.11
342,343,44.455
343,344,44.76833333333333
344,345,44.89833333333333
345,346,45.285
346,347,44.413333333333334
347,348,44.49333333333333
348,349,44.83833333333334
349,350,44.166666666666664
350,351,44.79
351,352,44.17666666666666
352,353,44.781666666666666
353,354,43.858333333333334
354,355,44.440000000000005
355,356,44.84166666666667
356,357,44.67166666666667
357,358,45.06333333333333
358,359,45.245000000000005
359,360,44.571666666666665
360,361,43.68333333333334
361,362,44.845
362,363,44.515
363,364,45.615
364,365,44.443333333333335
365,366,44.379999999999995
366,367,44.30166666666667
367,368,43.946666666666665
368,369,44.165
369,370,44.01166666666666
370,371,44.565
371,372,45.00666666666667
372,373,44.458333333333336
373,374,45.208333333333336
374,375,44.28
375,376,45.63333333333333
376,377,44.65833333333333
377,378,44.87166666666666
378,379,44.095
379,380,45.095
380,381,44.416666666666664
381,382,44.733333333333334
382,383,44.656666666666666
383,384,44.218333333333334
384,385,44.68333333333334
385,386,45.10666666666667
386,387,44.52333333333333
387,388,44.211666666666666
388,389,43.49166666666667
389,390,44.07
390,391,44.4
391,392,43.848333333333336
392,393,43.83166666666667
393,394,43.75333333333333
394,395,44.50333333333333
395,396,44.098333333333336
396,397,43.22166666666667
397,398,44.875
398,399,44.18333333333334
399,400,44.598333333333336
400,401,44.531666666666666
401,402,45.056666666666665
402,403,44.915
403,404,44.708333333333336
404,405,45.155
405,406,44.62
406,407,45.55833333333334
407,408,44.611666666666665
408,409,45.31333333333333
409,410,44.629999999999995
410,411,44.281666666666666
411,412,43.891666666666666
412,413,44.375
