epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,16.81,16.81,16.830000000000002,28.708,28.708,28.77
1,29.227999999999998,29.227999999999998,29.73,31.274,31.274,31.259999999999998
2,39.141999999999996,39.141999999999996,38.81,39.739999999999995,39.739999999999995,39.75
4,46.654,46.654,45.31,47.94,47.94,46.400000000000006
6,51.104000000000006,51.104000000000006,48.0,52.566,52.566,49.79
8,54.068000000000005,54.068000000000005,49.03,55.696,55.696,50.64999999999999
10,56.48800000000001,56.48800000000001,49.65,57.896,57.896,50.64999999999999
12,58.164,58.164,49.669999999999995,59.967999999999996,59.967999999999996,50.91
14,59.756,59.756,49.769999999999996,61.694,61.694,51.0
16,61.336,61.336,49.97,63.174,63.174,51.0
18,62.907999999999994,62.907999999999994,50.05,64.56,64.56,51.080000000000005
20,64.062,64.062,50.080000000000005,65.898,65.898,50.43
25,66.566,66.566,49.220000000000006,68.316,68.316,50.21
30,68.42200000000001,68.42200000000001,49.19,69.962,69.962,49.82
35,72.11800000000001,72.11800000000001,49.8,73.688,73.688,50.67
40,73.904,73.904,49.63,75.268,75.268,50.03999999999999
45,77.428,77.428,50.23,79.22200000000001,79.22200000000001,51.27
50,80.456,80.456,50.519999999999996,82.182,82.182,50.92
55,82.934,82.934,50.580000000000005,84.086,84.086,51.12
60,84.552,84.552,51.11,85.662,85.662,51.29
65,87.362,87.362,51.27,88.32,88.32,51.66
70,87.926,87.926,51.07000000000001,88.99000000000001,88.99000000000001,51.51
75,88.714,88.714,51.65,89.7,89.7,52.09
80,89.68,89.68,51.68000000000001,90.474,90.474,52.12
85,90.728,90.728,51.94,91.728,91.728,52.28
90,91.376,91.376,51.72,92.33200000000001,92.33200000000001,52.17
95,91.788,91.788,51.54,92.622,92.622,52.31
100,94.384,94.384,52.53,94.98400000000001,94.98400000000001,52.99
