,number_pca_components_class
0,8
1,10
2,10
3,11
4,9
5,11
6,12
7,12
8,11
9,11
10,11
11,10
12,11
13,9
14,10
15,11
16,11
17,11
18,11
19,11
20,10
21,11
22,10
23,7
24,12
25,12
26,12
27,12
28,11
29,12
30,12
31,12
32,12
33,12
34,11
35,12
36,10
37,11
38,11
39,11
40,11
41,11
42,11
43,11
44,9
45,10
46,11
47,12
48,12
49,11
50,11
51,11
52,10
53,11
54,12
55,12
56,11
57,11
58,11
59,11
60,11
61,12
62,12
63,12
64,11
65,11
66,9
67,12
68,11
69,11
70,9
71,10
72,11
73,12
74,12
75,10
76,11
77,12
78,11
79,12
80,11
81,10
82,11
83,11
84,10
85,12
86,11
87,10
88,12
89,11
90,10
91,11
92,12
93,11
94,9
95,10
96,10
97,11
98,12
99,12
100,12
101,10
102,11
103,10
104,12
105,12
106,12
107,10
108,10
109,12
110,11
111,10
112,11
113,12
114,10
115,9
116,9
117,11
118,10
119,11
120,12
121,9
122,12
123,12
124,9
125,12
126,11
127,11
128,11
129,10
130,11
131,12
132,10
133,9
134,12
135,11
136,12
137,10
138,11
139,11
140,12
141,11
142,11
143,11
144,12
145,9
146,9
147,11
148,10
149,12
150,12
151,11
152,11
153,10
154,8
155,12
156,12
157,10
158,12
159,12
160,12
161,12
162,9
163,11
164,10
165,9
166,8
167,11
168,12
169,12
170,9
171,11
172,12
173,10
174,11
175,12
176,11
177,11
178,10
179,11
180,12
181,10
182,10
183,11
184,10
185,11
186,9
187,9
188,10
189,10
190,11
191,9
192,11
193,11
194,9
195,10
196,10
197,9
198,8
199,11
