,number_pca_components_class
0,11
1,10
2,8
3,9
4,9
5,9
6,10
7,12
8,11
9,9
10,11
11,9
12,8
13,16
14,11
15,10
16,9
17,11
18,8
19,10
20,9
21,9
22,11
23,16
24,10
25,9
26,8
27,9
28,9
29,10
30,8
31,9
32,10
33,10
34,10
35,8
36,9
37,9
38,9
39,10
40,10
41,10
42,11
43,10
44,8
45,9
46,11
47,9
48,10
49,9
50,10
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,11
60,10
61,9
62,10
63,10
64,10
65,10
66,10
67,10
68,9
69,11
70,9
71,12
72,11
73,11
74,11
75,10
76,11
77,10
78,8
79,11
80,11
81,8
82,8
83,11
84,9
85,11
86,11
87,10
88,11
89,10
90,10
91,9
92,12
93,9
94,9
95,11
96,9
97,10
98,10
99,11
100,10
101,12
102,11
103,9
104,11
105,10
106,10
107,8
108,10
109,11
110,10
111,9
112,10
113,12
114,9
115,9
116,10
117,11
118,9
119,11
120,10
121,11
122,11
123,9
124,11
125,11
126,9
127,10
128,10
129,10
130,11
131,10
132,12
133,9
134,10
135,10
136,10
137,10
138,9
139,9
140,10
141,10
142,10
143,9
144,10
145,10
146,11
147,10
148,13
149,10
150,10
151,10
152,11
153,10
154,10
155,11
156,10
157,10
158,10
159,12
160,10
161,10
162,9
163,10
164,9
165,9
166,8
167,10
168,11
169,9
170,11
171,9
172,11
173,11
174,10
175,10
176,10
177,9
178,8
179,10
180,10
181,10
182,9
183,9
184,10
185,9
186,10
187,12
188,11
189,10
190,8
191,8
192,8
193,11
194,10
195,10
196,14
197,10
198,10
199,9
