epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.796,11.358,11.44,11.036,12.388,12.42
1,16.862,26.258,25.75,21.916,37.37,36.88
2,19.008,29.036,28.27,26.934,45.272,43.05
4,21.186,27.058,25.77,30.080000000000002,43.516,41.25
6,22.274,24.662,23.14,32.93,39.6,35.82
8,25.566,27.668,25.06,35.120000000000005,37.512,32.79
10,27.017999999999997,26.032,23.28,38.116,36.425999999999995,31.71
12,30.869999999999997,27.201999999999998,23.47,42.962,37.274,31.53
14,30.653999999999996,24.836,20.87,46.778,36.892,29.509999999999998
16,32.016,25.522,22.009999999999998,48.208,35.658,29.509999999999998
18,38.748,28.764,23.9,51.6,35.812,27.750000000000004
20,39.846,28.951999999999998,23.34,58.152,38.282,29.310000000000002
25,43.55,29.712,24.82,63.294,38.64,28.79
30,46.67,30.674,25.040000000000003,64.98,38.586,28.95
35,52.23,32.296,26.290000000000003,71.942,39.882,29.409999999999997
40,53.31,32.36,25.55,72.77,39.95,29.24
45,58.879999999999995,34.132,25.83,80.562,41.961999999999996,30.620000000000005
50,68.72399999999999,37.07,27.150000000000002,88.058,43.47,30.53
