,number_pca_components_class
0,6
1,8
2,9
3,8
4,10
5,9
6,9
7,8
8,9
9,9
10,9
11,9
12,9
13,5
14,7
15,8
16,9
17,8
18,7
19,9
20,8
21,9
22,7
23,5
24,9
25,9
26,9
27,10
28,9
29,10
30,9
31,9
32,9
33,10
34,8
35,9
36,7
37,7
38,7
39,8
40,9
41,9
42,8
43,8
44,8
45,5
46,8
47,9
48,10
49,9
50,9
51,8
52,9
53,9
54,9
55,9
56,10
57,9
58,9
59,9
60,9
61,9
62,9
63,9
64,9
65,9
66,8
67,9
68,9
69,9
70,8
71,6
72,8
73,9
74,9
75,9
76,9
77,9
78,9
79,9
80,9
81,8
82,8
83,7
84,8
85,9
86,9
87,9
88,9
89,9
90,9
91,9
92,9
93,8
94,8
95,8
96,8
97,9
98,9
99,9
100,10
101,6
102,9
103,8
104,8
105,9
106,9
107,9
108,8
109,9
110,9
111,8
112,9
113,8
114,9
115,8
116,8
117,9
118,8
119,9
120,9
121,8
122,9
123,10
124,7
125,9
126,8
127,9
128,9
129,9
130,8
131,9
132,7
133,7
134,9
135,9
136,9
137,7
138,9
139,9
140,9
141,9
142,9
143,9
144,10
145,8
146,8
147,9
148,6
149,9
150,9
151,9
152,9
153,8
154,7
155,9
156,10
157,7
158,9
159,9
160,9
161,8
162,8
163,9
164,8
165,8
166,7
167,8
168,9
169,9
170,7
171,8
172,9
173,7
174,8
175,8
176,8
177,7
178,6
179,8
180,9
181,7
182,6
183,7
184,5
185,8
186,4
187,5
188,6
189,7
190,6
191,5
192,5
193,7
194,6
195,7
196,7
197,7
198,6
199,8
