,number_pca_components_class
0,131
1,106
2,152
3,153
4,149
5,196
6,187
7,176
8,138
9,138
10,183
11,170
12,124
13,122
14,142
15,200
16,204
17,207
18,168
19,171
20,129
21,159
22,125
23,81
24,185
25,165
26,167
27,182
28,147
29,175
30,195
31,176
32,198
33,165
34,138
35,118
36,140
37,141
38,160
39,158
40,202
41,169
42,191
43,167
44,94
45,115
46,179
47,186
48,167
49,137
50,101
51,129
52,122
53,142
54,161
55,125
56,118
57,100
58,140
59,212
60,148
61,153
62,194
63,209
64,226
65,176
66,156
67,230
68,143
69,189
70,115
71,153
72,212
73,215
74,153
75,201
76,234
77,185
78,143
79,240
80,248
81,106
82,132
83,198
84,135
85,181
86,164
87,162
88,236
89,199
90,175
91,147
92,209
93,138
94,123
95,169
96,164
97,163
98,172
99,225
100,219
101,161
102,224
103,103
104,186
105,162
106,196
107,141
108,161
109,201
110,181
111,118
112,171
113,216
114,169
115,114
116,125
117,188
118,106
119,174
120,192
121,125
122,220
123,179
124,94
125,208
126,126
127,206
128,140
129,165
130,220
131,222
132,187
133,76
134,195
135,230
136,188
137,187
138,189
139,209
140,180
141,199
142,211
143,111
144,213
145,100
146,145
147,201
148,170
149,227
150,208
151,198
152,177
153,126
154,132
155,182
156,200
157,151
158,210
159,228
160,222
161,218
162,138
163,176
164,136
165,89
166,81
167,149
168,247
169,169
170,123
171,172
172,221
173,138
174,184
175,230
176,144
177,139
178,130
179,192
180,193
181,162
182,142
183,153
184,145
185,195
186,122
187,121
188,183
189,159
190,151
191,94
192,104
193,131
194,120
195,149
196,145
197,161
198,139
199,170
