,pca_variance_class
0,0.9949742234852167
1,0.9939028932771387
2,0.9953816396422787
3,0.9949841660064235
4,0.9942871687073864
5,0.9954261893338814
6,0.9952751711049528
7,0.9942036569598303
8,0.9955258124103207
9,0.9944593562267201
