,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.0037008546655243352,0.0013552197924169892
1,1,0.1010222544406722,0.10580838456085134
2,2,0.07242043392113327,0.1397251042357591
3,4,0.08621603867558841,0.1898226183916462
4,6,0.08909034622754367,0.026172271716934127
5,8,0.014867629888760654,0.04179504058458889
6,10,-0.030606358896139392,0.1098348657276913
7,12,0.010844106735371097,0.05625800632449738
8,14,0.050812494136893475,-0.017831861019412344
9,16,0.1259855257643466,-0.054975965968353635
10,18,0.14675187132493095,0.11543741685580662
11,20,0.13798741897545672,0.08636299735317408
12,25,0.11870623697684929,0.05812602574486278
13,30,0.08316470239130769,-0.004491424516715761
14,35,0.14001574830295813,0.0351089001387525
15,40,0.03255242259588055,0.019631796205032387
16,45,-0.10741330706357416,0.038292285354256876
17,50,0.03319252205728978,0.020957177326804733
18,55,0.16124483675283585,0.10491551324036318
19,60,0.03162729666450274,0.018820407736924716
20,65,0.12284682154286349,-0.03979339798510248
21,70,0.09799662716917168,-0.08088777907297331
22,75,0.054097614018839515,0.044094582779569604
23,80,0.0569615958442157,-0.05466956811012637
24,85,0.06767514617393806,-0.029273715387769468
25,90,0.06128971718078761,-0.018857036320276778
26,95,-0.058107991518638394,0.00030459705870247434
27,100,0.053336132114003454,0.008539918331362228
28,105,0.1707814190788634,0.0041179990480778835
29,110,0.17925369194021248,0.013241171806264572
30,115,0.12220403763459636,-0.13182742423178026
31,120,0.18226365366896094,0.04673210097765647
32,125,0.06776439241326378,-0.11856275025792762
33,130,0.17991245643174614,0.012791801189867167
34,135,0.12198142361198042,-0.10345767575230853
35,140,0.128980519866821,-0.027795473101350512
36,145,0.00791322677795161,0.03886304029662377
37,150,0.12007498335163663,0.041714853605058555
38,155,3.70265494764932e-05,-0.0026257217871571816
39,160,0.13141427919729542,0.07567590341578728
40,165,0.059329398260125,0.03388243351799521
41,170,-0.005132364755322661,0.033759730804329056
42,175,-0.05959841587113457,-0.07243514525210513
43,180,0.19782972777602903,0.07390871501836373
44,185,0.07041171595431471,0.0014022473637399892
45,190,-0.06697649295819313,0.10395398659333088
46,195,0.061435885895938874,0.10198477656017757
47,200,0.12603393840910102,0.005797567165425408
48,205,-0.057097283914277,0.10137429681923318
